diseaseid	disease_name	geneid	symbol	uniprot	protein_class	gene_name	dsi	dpi	pli	score	el	ei	npmids	nsnps	year_initial	year_final
C0021368	Inflammation	5265	SERPINA1	P01009	enzyme modulator	serpin family A member 1	0.453	0.793	4.21E-08	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	5245	PHB	P35232		prohibitin	0.572	0.621	0.7074	0.01	no reported evidence		1	0	2005	2005
C0021368	Inflammation	5243	ABCB1	P08183	"hydrolase; protease"	ATP binding cassette subfamily B member 1	0.371	0.828	1.31E-05	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	5241	PGR	P06401	"nucleic acid binding; receptor; transcription factor"	progesterone receptor	0.467	0.69	0.072296	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	5196	PF4	P02776	signaling molecule	platelet factor 4	0.607	0.517	0.038841	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	5176	SERPINF1	P36955	enzyme modulator	serpin family F member 1	0.507	0.724	6.69E-08	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	5175	PECAM1	P16284	cell adhesion molecule	platelet and endothelial cell adhesion molecule 1	0.492	0.69		0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	5159	PDGFRB	P09619		platelet derived growth factor receptor beta	0.457	0.655	0.74901	0.01	no reported evidence		1	0	2005	2005
C0021368	Inflammation	5155	PDGFB	P01127	signaling molecule	platelet derived growth factor subunit B	0.514	0.69	0.77485	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	5154	PDGFA	P04085	signaling molecule	platelet derived growth factor subunit A	0.542	0.621	0.80731	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	4909	NTF4	P34130	signaling molecule	neurotrophin 4	0.69	0.483	0.012352	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	4880	NPPC	P23582	signaling molecule	natriuretic peptide C	0.663	0.448	0.062561	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	5444	PON1	P27169		paraoxonase 1	0.443	0.828	8.98E-11	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	5562	PRKAA1	Q13131	"kinase; transferase"	protein kinase AMP-activated catalytic subunit alpha 1	0.54	0.621	0.10998	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	5580	PRKCD	Q05655	"calcium-binding protein; kinase; transfer/carrier protein; transferase"	protein kinase C delta	0.524	0.586	0.99994	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	6387	CXCL12	P48061		C-X-C motif chemokine ligand 12	0.421	0.724	0.12736	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	6373	CXCL11	O14625	signaling molecule	C-X-C motif chemokine ligand 11	0.582	0.724	0.32939	0.01	no reported evidence		1	0	2002	2002
C0021368	Inflammation	6372	CXCL6	P80162	signaling molecule	C-X-C motif chemokine ligand 6	0.659	0.448	2.81E-09	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	6363	CCL19	Q99731	signaling molecule	C-C motif chemokine ligand 19	0.575	0.586	0.24633	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	6362	CCL18	P55774	signaling molecule	C-C motif chemokine ligand 18	0.557	0.724	0.0088681	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	6357	CCL13	Q99616	signaling molecule	C-C motif chemokine ligand 13	0.685	0.517	0.033735	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	6346	CCL1	P22362	signaling molecule	C-C motif chemokine ligand 1	0.663	0.483	0.0088536	0.01	no reported evidence		1	0	2005	2005
C0021368	Inflammation	6318	SERPINB4	P48594	enzyme modulator	serpin family B member 4	0.636	0.379	6.88E-17	0.01	no reported evidence		1	0	2005	2005
C0021368	Inflammation	6317	SERPINB3	P29508	enzyme modulator	serpin family B member 3	0.59	0.483	5.39E-16	0.01	no reported evidence		1	0	2005	2005
C0021368	Inflammation	6283	S100A12	P80511	"calcium-binding protein; signaling molecule"	S100 calcium binding protein A12	0.564	0.552	0.49616	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	6278	S100A7	P31151	"calcium-binding protein; signaling molecule"	S100 calcium binding protein A7	0.609	0.517	0.44805	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	5979	RET	P07949		ret proto-oncogene	0.418	0.724	1	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	5806	PTX3	P26022		pentraxin 3	0.543	0.69	7.55E-05	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	5764	PTN	P21246	signaling molecule	pleiotrophin	0.565	0.586	0.008119	0.01	no reported evidence		1	0	2002	2002
C0021368	Inflammation	5728	PTEN	P60484	"hydrolase; phosphatase"	phosphatase and tensin homolog	0.334	0.828	0.81793	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	5646	PRSS3	P35030	"hydrolase; protease"	serine protease 3	0.639	0.448	1.76E-11	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4684	NCAM1	P13591		neural cell adhesion molecule 1	0.445	0.759	0.99999	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4582	MUC1	P15941		mucin 1, cell surface associated	0.429	0.828	0.092962	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4345	CD200	P41217		CD200 molecule	0.642	0.483	0.43554	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	3566	IL4R	P24394	receptor	interleukin 4 receptor	0.512	0.793	0.00021949	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3556	IL1RAP	Q9NPH3	receptor	interleukin 1 receptor accessory protein	0.72	0.483	0.27971	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	3479	IGF1	P05019		insulin like growth factor 1	0.355	0.828	0.28843	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	3329	HSPD1	P10809		heat shock protein family D (Hsp60) member 1	0.481	0.793	0.99184	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3320	HSP90AA1	P07900	chaperone	heat shock protein 90 alpha family class A member 1	0.453	0.828	0.8608	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3269	HRH1	P35367	receptor	histamine receptor H1	0.685	0.414	9.56E-07	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	3091	HIF1A	Q16665	"nucleic acid binding; transcription factor"	hypoxia inducible factor 1 subunit alpha	0.367	0.793	0.97467	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3084	NRG1	Q02297	signaling molecule	neuregulin 1	0.506	0.759	0.99553	0.01	no reported evidence		1	0	2003	2003
C0021368	Inflammation	3001	GZMA	P12544	"hydrolase; protease"	granzyme A	0.685	0.483	1.31E-06	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	2957	GTF2A1	P52655	"nucleic acid binding; transcription factor"	general transcription factor IIA subunit 1	0.815	0.138	0.99171	0.01	no reported evidence		1	0	2002	2002
C0021368	Inflammation	2908	NR3C1	P04150	"nucleic acid binding; receptor; transcription factor"	nuclear receptor subfamily 3 group C member 1	0.427	0.793	0.97882	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	2896	GRN	P28799		granulin precursor	0.476	0.724	0.053281	0.01	no reported evidence		1	0	2009	2009
C0021368	Inflammation	2688	GH1	P01241	signaling molecule	growth hormone 1	0.438	0.793	0.031578	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	2643	GCH1	P30793	hydrolase	GTP cyclohydrolase 1	0.534	0.724	0.91089	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	2532	ACKR1	Q16570		atypical chemokine receptor 1 (Duffy blood group)	0.636	0.655		0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	2520	GAST	P01350		gastrin	0.512	0.69	0.0073666	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	3592	IL12A	P29459		interleukin 12A	0.547	0.759	0.049764	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	3593	IL12B	P29460	"defense/immunity protein; signaling molecule"	interleukin 12B	0.506	0.793	0.00012322	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	3604	TNFRSF9	Q07011		TNF receptor superfamily member 9	0.565	0.621	0.26577	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	4319	MMP10	P09238	"hydrolase; protease"	matrix metallopeptidase 10	0.58	0.759	5.53E-15	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	4312	MMP1	P03956	"hydrolase; protease"	matrix metallopeptidase 1	0.415	0.793	6.24E-18	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	4311	MME	P08473	"hydrolase; protease"	membrane metalloendopeptidase	0.461	0.69	6.98E-17	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	4267	CD99	P14209		CD99 molecule (Xg blood group)	0.562	0.621	0.0031865	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4210	MEFV	O15553		MEFV, pyrin innate immunity regulator	0.494	0.724	1.04E-14	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4150	MAZ	P56270		MYC associated zinc finger protein	0.672	0.448	0.98776	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	4092	SMAD7	O15105	transcription factor	SMAD family member 7	0.52	0.621	0.5599	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	4088	SMAD3	P84022	transcription factor	SMAD family member 3	0.462	0.862	0.83866	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3984	LIMK1	P53667		LIM domain kinase 1	0.552	0.621	0.99926	0.01	no reported evidence		1	0	2009	2009
C0021368	Inflammation	3976	LIF	P15018	signaling molecule	LIF, interleukin 6 family cytokine	0.528	0.655	0.50007	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	3816	KLK1	P06870	"hydrolase; protease"	kallikrein 1	0.564	0.552	0.00011466	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	3777	KCNK3	O14649		potassium two pore domain channel subfamily K member 3	0.663	0.276	0.89353	0.01	no reported evidence		1	0	2009	2009
C0021368	Inflammation	3698	ITIH2	P19823	enzyme modulator	inter-alpha-trypsin inhibitor heavy chain 2	0.857	0.138	1.01E-20	0.01	no reported evidence		1	0	2006	2006
C0021368	Inflammation	3683	ITGAL	P20701		integrin subunit alpha L	0.547	0.793	0.004967	0.01	no reported evidence		1	0	2008	2008
C0021368	Inflammation	3672	ITGA1	P56199		integrin subunit alpha 1	0.681	0.517	5.29E-15	0.01	no reported evidence		1	0	2007	2007
C0021368	Inflammation	3659	IRF1	P10914	"nucleic acid binding; transcription factor"	interferon regulatory factor 1	0.503	0.724	0.99019	0.01	no reported evidence		1	0	2004	2004
C0021368	Inflammation	2358	FPR2	P25090	receptor	formyl peptide receptor 2	0.607	0.655	0.40513	0.01	no reported evidence		1	0	2003	2003
