ensembl_gene_id	hgnc_symbol	logFC_RETT_TC	PValue_RETT_TC	entrezgene
ENSG00000114374	USP9Y	0.071813695	0.427110819	8287
ENSG00000185888	PRSS38	-0.074111099	0.427257291	339501
ENSG00000160868	CYP3A4	-0.085431702	0.427315894	1576
ENSG00000183098	GPC6	-0.130060292	0.427323076	10082
ENSG00000171903	CYP4F11	0.246089927	0.427350652	57834
ENSG00000010704	HFE	0.081309869	0.427420693	3077
ENSG00000188511	C22orf34	-0.081696472	0.427498548	348645
ENSG00000135686	KLHL36	0.084593642	0.427546019	79786
ENSG00000134042	MRO	0.14637938	0.427581753	83876
ENSG00000225560	FAM197Y8	0.078998454	0.42760889	105379268
ENSG00000171051	FPR1	-0.144852381	0.427630579	2357
ENSG00000121634	GJA8	-0.079929745	0.427736357	2703
ENSG00000152078	TMEM56	0.084462575	0.427792247	148534
ENSG00000086967	MYBPC2	-0.090846442	0.427917338	4606
ENSG00000173825	TIGD3	-0.098218847	0.428100367	220359
ENSG00000116711	PLA2G4A	0.079131526	0.428102128	5321
ENSG00000167741	GGT6	0.082907499	0.428145601	124975
ENSG00000176826	FKBP9P1	-0.098923739	0.428243678	360132
ENSG00000258186	SLC7A5P2	0.081067221	0.428317182	NA
ENSG00000205791	LOH12CR2	0.122876855	0.428318889	503693
ENSG00000255833	TIFAB	-0.09105168	0.428360189	497189
ENSG00000226220	CICP22	0.083773176	0.428460258	NA
ENSG00000154764	WNT7A	0.091462555	0.428546613	7476
ENSG00000207137	SNORD116-13	0.083316307	0.42856542	100033425
ENSG00000171385	KCND3	-0.093579131	0.428565507	3752
ENSG00000174016	FAM46D	0.098469161	0.428584355	169966
ENSG00000197977	ELOVL2	0.207330282	0.428594854	54898
ENSG00000171681	ATF7IP	0.077471272	0.428596502	55729
ENSG00000162482	AKR7A3	-0.07810651	0.428678774	22977
ENSG00000182795	C1orf116	0.086268248	0.428681941	79098
ENSG00000270547	LINC01235	-0.106010559	0.428735982	401492
ENSG00000233295	FAM90A20P	-0.074376062	0.428772262	NA
ENSG00000174885	NLRP6	-0.083078159	0.428792228	171389
ENSG00000075891	PAX2	-0.0723842	0.428910391	5076
ENSG00000173083	HPSE	-0.089174369	0.429050681	10855
ENSG00000112742	TTK	-0.082379847	0.429139933	7272
ENSG00000198153	ZNF849P	-0.091990906	0.429160366	NA
ENSG00000237490	RPS27AP17	-0.083573015	0.429376808	NA
ENSG00000186377	CYP4X1	0.146597597	0.429603489	260293
ENSG00000150269	OR5M9	-0.073713229	0.429742114	390162
ENSG00000116171	SCP2	-0.120270684	0.42975037	6342
ENSG00000132024	CC2D1A	0.148450398	0.429761316	54862
ENSG00000168903	BTNL3	-0.07786274	0.429893771	10917
ENSG00000242252	BGLAP	0.097675602	0.42998914	632
ENSG00000224232		0.083365241	0.429997344	NA
ENSG00000221680	MIR1278	0.070664113	0.430004001	100302163
ENSG00000100321	SYNGR1	0.117624898	0.430022654	9145
ENSG00000233382	NKAPP1	0.092552682	0.430039269	158801
ENSG00000152430	BOLL	-0.094706705	0.430217537	66037
ENSG00000213024	NUP62	0.07360717	0.430264086	23636
ENSG00000158270	COLEC12	0.069952331	0.430319174	81035
ENSG00000131127	ZNF141	-0.096301117	0.430339037	7700
ENSG00000166840	GLYATL1	0.077006705	0.430351936	92292
ENSG00000256704	SDCCAG3P1	0.093809152	0.430383157	NA
ENSG00000158477	CD1A	0.094841429	0.430540942	909
ENSG00000119004	CYP20A1	0.096090118	0.430576915	57404
ENSG00000262343		0.072426169	0.430618338	NA
ENSG00000197321	SVIL	-0.09825869	0.430714712	6840
ENSG00000213523	SRA1	0.067762159	0.430843337	10011
ENSG00000198758	EPS8L3	0.080063598	0.430899282	79574
ENSG00000159899	NPR2	-0.134181349	0.430906626	4882
ENSG00000282317		0.086185344	0.430930222	NA
ENSG00000174502	SLC26A9	0.083744991	0.431202337	115019
ENSG00000184923	NUTM2A	0.118590653	0.431213815	728118
ENSG00000158714	SLAMF8	-0.069099113	0.43143395	56833
ENSG00000258427	RBM8B	0.091262438	0.431502551	NA
ENSG00000148848	ADAM12	-0.072154422	0.431561591	8038
ENSG00000108878	CACNG1	-0.094245923	0.43157286	786
ENSG00000173327	MAP3K11	0.197663485	0.431611782	4296
ENSG00000168522	FNTA	-0.073195948	0.431617933	2339
ENSG00000198021	SPANXA1	0.080127076	0.431698832	30014
ENSG00000213938	SEPHS1P6	-0.08462239	0.43172616	NA
ENSG00000249231	CASC16	-0.126216445	0.431905989	643714
ENSG00000231466		-0.122826535	0.432006526	NA
ENSG00000230980	RPL36AP39	0.094983133	0.432168428	NA
ENSG00000213753	CENPBD1P1	0.111405816	0.432177614	65996
ENSG00000248596		0.087737437	0.432180657	NA
ENSG00000081052	COL4A4	-0.083142222	0.432245594	1286
ENSG00000100228	RAB36	0.125506219	0.432282986	9609
ENSG00000158485	CD1B	-0.083326638	0.432299247	910
ENSG00000148386	LCN9	-0.094125306	0.432348801	392399
ENSG00000179104	TMTC2	-0.185549213	0.432578784	160335
ENSG00000256394	ASIC5	-0.076732153	0.432700448	51802
ENSG00000226436		0.085300183	0.43277936	NA
ENSG00000134186	PRPF38B	-0.094377045	0.432916953	55119
ENSG00000280076		0.099594757	0.43298372	NA
ENSG00000181904	C5orf24	-0.163871705	0.433160212	134553
ENSG00000156381	ANKRD9	0.119651645	0.433191226	122416
ENSG00000126215	XRCC3	0.093061469	0.433306872	7517
ENSG00000139304	PTPRQ	0.084388677	0.433401489	374462
ENSG00000008710	PKD1	-0.083037882	0.433419702	5310
ENSG00000185787	MORF4L1	0.080968489	0.433460576	10933
ENSG00000224478		0.083813865	0.433538527	NA
ENSG00000112494	UNC93A	0.081198564	0.4335717	54346
ENSG00000125888	BANF2	-0.077255537	0.433618553	140836
ENSG00000230535	BASP1P1	0.072026867	0.433663728	NA
ENSG00000241014		0.099607667	0.433664213	653160
ENSG00000158623	COPG2	0.214332813	0.433754372	26958
ENSG00000164244	PRRC1	0.072706621	0.433773208	133619
ENSG00000247775	SNCA-AS1	-0.08323725	0.433825326	644248
ENSG00000100814	CCNB1IP1	0.070262561	0.433837263	57820
ENSG00000184083	FAM120C	0.077015631	0.433893823	54954
ENSG00000221994	ZNF630	-0.072179857	0.433947549	57232
ENSG00000166333	ILK	-0.075473344	0.433955016	3611
ENSG00000128872	TMOD2	0.086108545	0.433983931	29767
ENSG00000271013	LRRC37A9P	-0.07837722	0.434080163	NA
ENSG00000198728	LDB1	0.070126012	0.434122709	8861
ENSG00000281937		0.088827055	0.434196513	NA
ENSG00000258842		0.062615387	0.434290179	NA
ENSG00000244146		-0.103877536	0.434295387	NA
ENSG00000204385	SLC44A4	-0.07420025	0.434343689	80736
ENSG00000204990		-0.077341106	0.434425578	NA
ENSG00000199177	MIR31	-0.093791798	0.434475609	407035
ENSG00000249638		0.08319159	0.434575316	NA
ENSG00000168263	KCNV2	0.094375726	0.434676534	169522
ENSG00000177875	CCDC184	0.093750588	0.434737091	387856
ENSG00000188100	FAM25A	-0.088020055	0.434743604	643161
ENSG00000236699	ARHGEF38	-0.081464174	0.434869764	54848
ENSG00000143545	RAB13	0.113032148	0.434956434	5872
ENSG00000235097	LINC00330	-0.101476227	0.43506595	144817
ENSG00000186635	ARAP1	0.137869406	0.435072793	116985
ENSG00000216560	LINC00955	0.078666699	0.435105046	NA
ENSG00000267215		-0.073905319	0.435313643	NA
ENSG00000182150	ERCC6L2	-0.092688376	0.435396461	375748
ENSG00000127249	ATP13A4	0.114949831	0.43540225	84239
ENSG00000180233	ZNRF2	0.085473546	0.43554195	223082
ENSG00000232021	LEF1-AS1	-0.084648067	0.435634877	641518
ENSG00000112462	OR12D3	0.08689872	0.435664507	81797
ENSG00000186153	WWOX	0.116197424	0.435675629	51741
ENSG00000155511	GRIA1	0.18394262	0.435828686	2890
ENSG00000176105	YES1	0.167833182	0.43596319	7525
ENSG00000238363	SNORA13	0.08482239	0.436050728	654322
ENSG00000167807		-0.09524388	0.436193458	NA
ENSG00000197437	OR13G1	-0.075392431	0.43630955	441933
ENSG00000170373	CST1	0.076373074	0.436353067	1469
ENSG00000177558	FAM187B	0.08411847	0.436370988	148109
ENSG00000274386	TMEM269	-0.071295288	0.436403004	100129924
ENSG00000039600	SOX30	0.079784591	0.43642922	11063
ENSG00000230679	ENO1-AS1	-0.089820194	0.436561907	100505975
ENSG00000099866	MADCAM1	-0.09290674	0.436574207	8174
ENSG00000169548	ZNF280A	0.083148821	0.436654993	129025
ENSG00000186675	MAGEE2	-0.081024817	0.436685498	139599
ENSG00000234899	SOX9-AS1	0.066040325	0.436705269	102723517
ENSG00000234899	SOX9-AS1	0.066040325	0.436705269	400618
ENSG00000140832	MARVELD3	0.096302843	0.436735839	91862
ENSG00000248019	FAM13A-AS1	-0.076656178	0.436824453	285512
ENSG00000183791	ELOA3	-0.101888067	0.43685963	162699
ENSG00000232593	KANTR	0.068714072	0.436891922	NA
ENSG00000161649	CD300LG	0.104404177	0.436962618	146894
ENSG00000270762	FXYD6P1	0.078233405	0.437039272	NA
ENSG00000165863	C10orf82	-0.075648746	0.437109474	143379
ENSG00000136881	BAAT	-0.090263891	0.437123422	570
ENSG00000175741	RWDD4P2	0.080187205	0.437149254	NA
ENSG00000115687	PASK	0.098673346	0.437261655	23178
ENSG00000163644	PPM1K	-0.095661982	0.437300364	152926
ENSG00000277156		-0.101546486	0.437392238	NA
ENSG00000230803		-0.069896259	0.437426763	NA
ENSG00000203335		0.091946608	0.437482551	NA
ENSG00000151893	CACUL1	-0.093122752	0.437520513	143384
ENSG00000233093	LINC00892	0.094508187	0.437592108	100128420
ENSG00000237211	SETP4	0.089144796	0.437608457	NA
ENSG00000184698	OR51M1	-0.075082975	0.437683659	390059
ENSG00000215371	DEFB108C	-0.076905607	0.43776266	NA
ENSG00000142082	SIRT3	0.091038791	0.437822624	23410
ENSG00000115827	DCAF17	0.080693174	0.43791612	80067
ENSG00000100442	FKBP3	-0.111925705	0.438002032	2287
ENSG00000170890	PLA2G1B	0.070290924	0.438047096	5319
ENSG00000172830	SSH3	0.152843204	0.438132406	54961
ENSG00000243811	APOBEC3D	-0.080248418	0.438174902	140564
ENSG00000172208	OR4X2	-0.106405664	0.438178973	119764
ENSG00000172073	TEX37	-0.068976834	0.438191605	200523
ENSG00000226306	NPY6R	0.063765361	0.438209931	4888
ENSG00000171017	LRRC8E	0.11025037	0.438267105	80131
ENSG00000277654		-0.079824796	0.438291335	NA
ENSG00000145283	SLC10A6	0.086454424	0.438331474	345274
ENSG00000088882	CPXM1	-0.146849687	0.438363781	56265
ENSG00000166145	SPINT1	0.093187808	0.438396355	6692
ENSG00000141933	TPGS1	0.126805395	0.438407467	91978
ENSG00000153234	NR4A2	-0.24561192	0.438573969	4929
ENSG00000159216	RUNX1	0.076454707	0.438582783	100506403
ENSG00000159216	RUNX1	0.076454707	0.438582783	861
ENSG00000135406	PRPH	-0.089092422	0.438691803	5630
ENSG00000261377	PDCD6IPP2	0.072105584	0.438716487	NA
ENSG00000233723	LINC01122	-0.09019407	0.438727178	NA
ENSG00000178722	C5orf64	-0.102524467	0.438773584	285668
ENSG00000115718	PROC	-0.082401659	0.438775615	5624
ENSG00000068489	PRR11	-0.096433405	0.438848608	55771
ENSG00000258913		0.079965937	0.438876032	145195
ENSG00000199094	MIR30C2	0.068749802	0.43887874	407032
ENSG00000230301	OR5H6	0.073822098	0.438900845	79295
ENSG00000180398	MCFD2	-0.074745894	0.438929945	90411
ENSG00000237596		-0.084348628	0.438989703	644135
ENSG00000143297	FCRL5	-0.082282431	0.439103442	83416
ENSG00000157131	C8A	0.0695729	0.43920109	731
ENSG00000103544	C16orf62	0.095390941	0.439206805	57020
ENSG00000108417	KRT37	-0.073211404	0.43924376	8688
ENSG00000211882	TRAJ7	-0.0934878	0.439278995	NA
ENSG00000134905	CARS2	0.100186381	0.439314306	79587
ENSG00000182791	CCDC87	-0.089027583	0.439319506	55231
ENSG00000136824	SMC2	0.07246527	0.439369138	10592
ENSG00000007174	DNAH9	0.083214241	0.439499888	1770
ENSG00000094796	KRT31	-0.068399653	0.439611632	3881
ENSG00000187889	FYB2	-0.098651317	0.439758202	199920
ENSG00000078246	TULP3	0.086495049	0.439778438	7289
ENSG00000280924	LINC00628	-0.089897718	0.439810966	127841
ENSG00000182346	DAOA	-0.070124772	0.439831245	267012
ENSG00000242291	RPL36AP51	-0.077736681	0.439913047	NA
ENSG00000112877	CEP72	-0.090296237	0.439937518	55722
ENSG00000179743		0.100835658	0.440341358	729614
ENSG00000154645	CHODL	-0.069517654	0.440367894	140578
ENSG00000260540	ABHD17AP8	0.109627785	0.440391243	NA
ENSG00000129951	PLPPR3	-0.090381799	0.440392278	79948
ENSG00000259444		-0.069035809	0.440403682	NA
ENSG00000142149	HUNK	-0.082099624	0.440461418	30811
ENSG00000167459	LINC00905	0.071929764	0.440594252	148231
ENSG00000160191	PDE9A	0.153944642	0.440678963	5152
ENSG00000136104	RNASEH2B	0.159007574	0.440786052	79621
ENSG00000235436	DPY19L2P4	0.095028199	0.440791731	442523
ENSG00000187783	TMEM72	-0.094556321	0.440793649	643236
ENSG00000167173	C15orf39	0.075679734	0.440853439	56905
ENSG00000253824		-0.081671725	0.440943288	NA
ENSG00000153898	MCOLN2	0.103093956	0.440954652	255231
ENSG00000254973		0.065875482	0.441019498	NA
ENSG00000145692	BHMT	-0.128989042	0.441064938	635
ENSG00000188050	RNF133	-0.07091073	0.441087726	168433
ENSG00000108588	CCDC47	-0.157977131	0.441110038	57003
ENSG00000139899	CBLN3	-0.084903948	0.44118001	643866
ENSG00000099953	MMP11	-0.079587055	0.441373957	4320
ENSG00000104524	PYCR3	0.113072166	0.441565889	65263
ENSG00000124356	STAMBP	0.075710691	0.441684897	10617
ENSG00000089050	RBBP9	-0.101736796	0.441847892	10741
ENSG00000205744	DENND1C	0.091143834	0.441857064	79958
ENSG00000165733	BMS1	-0.078514944	0.441886634	9790
ENSG00000172238	ATOH1	-0.086217333	0.441993801	474
ENSG00000175938	ORAI3	0.080962333	0.442076284	93129
ENSG00000118491	ZC2HC1B	0.068706147	0.442274564	153918
ENSG00000173285	OR10K1	-0.086082171	0.442407388	391109
ENSG00000260551	PWRN2	0.092760572	0.442411282	791115
ENSG00000204983	PRSS1	0.061700485	0.442433642	5644
ENSG00000173988	LRRC63	-0.078495528	0.442443905	220416
ENSG00000214946	TBC1D26	0.085068135	0.442485753	353149
ENSG00000180999	C1orf105	-0.071503462	0.442495894	92346
ENSG00000175646	PRM1	-0.078247442	0.442505168	5619
ENSG00000277481	PKD1L3	0.083297664	0.442738096	342372
ENSG00000256463	SALL3	0.105347288	0.442886387	27164
ENSG00000261739	GOLGA8S	0.086586684	0.442967278	653061
ENSG00000175334	BANF1	-0.086018753	0.442997717	8815
ENSG00000243307	POM121L6P	-0.077160191	0.44301371	NA
ENSG00000187686	KRT18P59	0.083611526	0.443039599	NA
ENSG00000196115	ADAM5	0.063372963	0.443089726	NA
ENSG00000255408	PCDHA3	-0.094617387	0.443093933	56145
ENSG00000244229	RPL26P35	-0.085012168	0.443096288	NA
ENSG00000177548	RABEP2	0.093266805	0.443140845	79874
ENSG00000183873	SCN5A	-0.089870458	0.443364739	6331
ENSG00000164983	TMEM65	-0.090567654	0.443403752	157378
ENSG00000268510	IFNL3P1	-0.084191121	0.44341653	NA
ENSG00000153347	FAM81B	-0.116065784	0.443426962	153643
ENSG00000145592	RPL37	-0.104645317	0.443478793	6167
ENSG00000179456	ZBTB18	0.096137496	0.443482136	10472
ENSG00000251563	IARS2P1	0.078947508	0.443578308	NA
ENSG00000131355	ADGRE3	-0.077834607	0.443640866	84658
ENSG00000123374	CDK2	-0.079671245	0.443648648	1017
ENSG00000165714	BORCS5	-0.072565061	0.443711051	118426
ENSG00000122390	NAA60	0.074900593	0.443763833	79903
ENSG00000081985	IL12RB2	-0.083014348	0.443919182	3595
ENSG00000123342	MMP19	0.069703591	0.444063971	4327
ENSG00000230014	LINC00709	0.06715319	0.444066763	NA
ENSG00000223694	ADH5P3	-0.083253935	0.444070963	NA
ENSG00000227509	LINC01839	-0.092030562	0.444092101	NA
ENSG00000237425	RPSAP2	-0.080121126	0.44409364	NA
ENSG00000134256	CD101	0.083873241	0.444107468	9398
ENSG00000130635	COL5A1	-0.100909133	0.44415484	1289
ENSG00000260868	LINC01960	0.079177446	0.444274742	100128905
ENSG00000252094	RNA5SP410	-0.075955976	0.444413091	NA
ENSG00000162961	DPY30	-0.095514081	0.444580105	84661
ENSG00000180422	LINC00304	-0.083290667	0.444596984	283860
ENSG00000185046	ANKS1B	0.092572645	0.444626193	56899
ENSG00000120690	ELF1	-0.211369187	0.444762176	1997
ENSG00000150281	CTF1	0.090921047	0.44495683	1489
ENSG00000233277	LINC01728	-0.07156597	0.444960994	105372626
ENSG00000227220		-0.082442231	0.444997221	NA
ENSG00000253958	CLDN23	0.072045378	0.445083965	137075
ENSG00000112759	SLC29A1	0.107349414	0.445109002	2030
ENSG00000105750	ZNF85	0.076378051	0.445171869	7639
ENSG00000159387	IRX6	0.129396625	0.445190662	79190
ENSG00000104848	KCNA7	-0.068071163	0.445303597	3743
ENSG00000131584	ACAP3	0.0788424	0.445336787	116983
ENSG00000277049		0.068028574	0.445336879	NA
ENSG00000186474	KLK12	-0.072474653	0.445428157	43849
ENSG00000187905	LRRC74B	0.075007751	0.445515969	400891
ENSG00000117090	SLAMF1	-0.077616308	0.445547033	6504
ENSG00000198910	L1CAM	-0.085159102	0.445588879	3897
ENSG00000179344	HLA-DQB1	0.075383035	0.445654375	3119
ENSG00000113525	IL5	-0.079012652	0.445764495	3567
ENSG00000156968	MPV17L	0.094106041	0.445923601	255027
ENSG00000204603	LINC01257	0.079580711	0.445948341	116437
ENSG00000164089	ETNPPL	0.35901402	0.445979394	64850
ENSG00000150628	SPATA4	-0.080331014	0.446017223	132851
ENSG00000162927	PUS10	0.092956396	0.446025979	150962
ENSG00000205221	VIT	-0.086539838	0.446035136	5212
ENSG00000250979		0.079923375	0.446055523	NA
ENSG00000142207	URB1	0.155360617	0.44606476	9875
ENSG00000176018	LYSMD3	-0.087085671	0.446087324	116068
ENSG00000136929	HEMGN	0.083394637	0.44609672	55363
ENSG00000169612	FAM103A1	-0.142068785	0.446176218	83640
ENSG00000141934	PLPP2	0.135583979	0.446278057	8612
ENSG00000095370	SH2D3C	-0.092154554	0.446330762	10044
ENSG00000123870	ZNF137P	0.071729158	0.446360273	NA
ENSG00000155729	KCTD18	0.078695151	0.446493743	130535
ENSG00000165244	ZNF367	-0.100661687	0.446510983	195828
ENSG00000237089	PCNPP4	-0.072447491	0.446526947	NA
ENSG00000232084	LINC01104	0.079301611	0.446532905	150577
ENSG00000196787	HIST1H2AG	0.079479094	0.446542803	8969
ENSG00000207654	MIR128-1	-0.071839708	0.446646273	406915
ENSG00000284690		-0.073138285	0.446692499	100130520
ENSG00000266928		0.073006887	0.446697161	NA
ENSG00000156009	MAGEA8	0.073959991	0.446697555	4107
ENSG00000235720	GABPAP	-0.078745233	0.44672794	NA
ENSG00000236720	LINC01741	0.082930817	0.446807667	101928778
ENSG00000159917	ZNF235	-0.070900866	0.446834729	9310
ENSG00000236463	LINC00427	0.068817028	0.446850217	NA
ENSG00000181264	TMEM136	0.10930959	0.446857402	219902
ENSG00000145908	ZNF300	-0.08720376	0.446915032	91975
ENSG00000167346	MMP26	0.089634659	0.446937689	56547
ENSG00000151033	LYZL2	0.090163306	0.447025248	119180
ENSG00000207689	MIR548A2	-0.093085241	0.44708158	693126
ENSG00000242060	RPS3AP49	-0.070230451	0.447226514	NA
ENSG00000183337	BCOR	-0.070229955	0.4472571	54880
ENSG00000175262	C1orf127	-0.087498396	0.447315261	148345
ENSG00000172197	MBOAT1	0.078280746	0.447317589	154141
ENSG00000187003	ACTL7A	-0.081715834	0.447321951	10881
ENSG00000248635		-0.075045212	0.447444282	NA
ENSG00000177303	CASKIN2	0.09470565	0.447453695	57513
ENSG00000182676	PPP1R27	-0.089663978	0.447548337	116729
ENSG00000102743	SLC25A15	-0.071895109	0.447804243	10166
ENSG00000164683	HEY1	-0.125964918	0.447920332	23462
ENSG00000141096	DPEP3	-0.094568123	0.447952937	64180
ENSG00000227545		0.076899623	0.447974273	NA
ENSG00000180376	CCDC66	0.081214122	0.447993309	285331
ENSG00000196843	ARID5A	0.099710343	0.448037785	10865
ENSG00000160072	ATAD3B	-0.076062506	0.448060787	83858
ENSG00000180596	HIST1H2BC	0.072749061	0.448127825	8347
ENSG00000154175	ABI3BP	-0.121976771	0.448143378	25890
ENSG00000233786	CDC27P1	0.073184289	0.448171566	NA
ENSG00000229037		0.071666368	0.448175942	NA
ENSG00000164440	TXLNB	0.066954892	0.448243661	167838
ENSG00000160298	C21orf58	0.070891418	0.448327587	54058
ENSG00000231327	LINC01816	0.079811908	0.448336981	100133985
ENSG00000153179	RASSF3	0.09287132	0.44837374	283349
ENSG00000128641	MYO1B	-0.175969314	0.44842292	4430
ENSG00000005249	PRKAR2B	0.084207244	0.448437846	5577
ENSG00000167945	PRR25	-0.095409813	0.448472207	NA
ENSG00000169057	MECP2	-0.113045117	0.448566552	4204
ENSG00000149925	ALDOA	0.097879234	0.448568463	226
ENSG00000242766	IGKV1D-17	0.082417693	0.448671192	NA
ENSG00000275620		-0.116513353	0.448745208	100192386
ENSG00000186867	QRFPR	-0.079594431	0.448797255	84109
ENSG00000124159	MATN4	-0.071737201	0.448820137	8785
ENSG00000186965	KRTAP19-2	-0.078541434	0.448836499	337969
ENSG00000213015	ZNF580	0.084958357	0.448866563	51157
ENSG00000142784	WDTC1	0.095899492	0.449112314	23038
ENSG00000177947	ODF3	0.070511352	0.449144408	113746
ENSG00000007312	CD79B	0.132676038	0.449164985	974
ENSG00000116560	SFPQ	0.127483461	0.449183511	6421
ENSG00000204652	RPS26P8	0.084980321	0.449196921	NA
ENSG00000171944	OR52A5	0.08017702	0.449270334	390054
ENSG00000167182	SP2	0.083035504	0.449276767	6668
ENSG00000100523	DDHD1	-0.085050388	0.449323432	80821
ENSG00000188130	MAPK12	0.104684231	0.449502988	6300
ENSG00000105287	PRKD2	-0.084006644	0.449506509	25865
ENSG00000171595	DNAI2	-0.083926242	0.449631129	64446
ENSG00000160185	UBASH3A	0.089872836	0.449730187	53347
ENSG00000197496	SLC2A10	0.16646129	0.449740135	81031
ENSG00000207595	MIR181A2	-0.086998469	0.449994273	406954
ENSG00000180287	PLD5	0.096165279	0.450009843	200150
ENSG00000104371	DKK4	0.071105856	0.450063741	27121
ENSG00000163444	TMEM183A	-0.154006566	0.450105086	92703
ENSG00000171124	FUT3	0.081675875	0.450135374	2525
ENSG00000253521	HPYR1	-0.067251912	0.450202529	93668
ENSG00000172175	MALT1	-0.077194526	0.450291388	10892
ENSG00000205143	ARID3C	-0.090883896	0.450311633	138715
ENSG00000118655	DCLRE1B	-0.070667475	0.450354008	64858
ENSG00000141404	GNAL	0.095697375	0.450445648	2774
ENSG00000187607	ZNF286A	-0.145908527	0.450466488	57335
ENSG00000205360	MT1CP	0.085125536	0.450477623	NA
ENSG00000249869		0.097663553	0.450483648	NA
ENSG00000196470	SIAH1	-0.079738571	0.450519473	6477
ENSG00000211781	TRAV7	-0.072139171	0.450528067	NA
ENSG00000281732		0.076976911	0.450544205	284933
ENSG00000225099	ATP6V1E1P1	0.075102367	0.45059443	NA
ENSG00000081665	ZNF506	-0.066812941	0.45065067	440515
ENSG00000255273		-0.074659125	0.451000529	NA
ENSG00000198416	ZNF658B	-0.068442824	0.451003196	NA
ENSG00000168769	TET2	-0.0711067	0.451072866	54790
ENSG00000228412		0.083884155	0.451190419	100506885
ENSG00000273045	C2orf15	-0.106109019	0.451193274	150590
ENSG00000153006	SREK1IP1	-0.066831789	0.451219406	285672
ENSG00000237818	RPS3AP29	0.086757132	0.451267619	NA
ENSG00000166925	TSC22D4	0.124946552	0.451299843	81628
ENSG00000183560	IZUMO1R	-0.064060323	0.451390327	390243
ENSG00000189195		0.087618287	0.451447341	284697
ENSG00000189195		0.087618287	0.451447341	23285
ENSG00000204429		-0.064941682	0.45174479	NA
ENSG00000148734	NPFFR1	-0.080994678	0.451769083	64106
ENSG00000196482	ESRRG	-0.068863863	0.451849514	2104
ENSG00000155254	MARVELD1	0.084187721	0.451860527	83742
ENSG00000136535	TBR1	-0.180909675	0.451871247	10716
ENSG00000171116	HSFX1	-0.072080023	0.451957762	100506164
ENSG00000280331		0.073352896	0.451960249	NA
ENSG00000244088	RPL23AP44	0.081631071	0.452093339	NA
ENSG00000230453	ANKRD18B	0.083588383	0.452121336	441459
ENSG00000069399	BCL3	0.100798571	0.452138133	602
ENSG00000221947	XKR9	0.080065026	0.452292127	389668
ENSG00000217275		-0.096910522	0.452422609	NA
ENSG00000261820	DNM1P49	0.10372983	0.452456588	NA
ENSG00000170412	GPRC5C	0.124558409	0.452464709	55890
ENSG00000173641	HSPB7	0.086928207	0.452531814	27129
ENSG00000178172	SPINK6	-0.082927317	0.452645253	404203
ENSG00000247796		0.074244952	0.452698248	257396
ENSG00000231609		0.068166411	0.452908483	100132215
ENSG00000236592	S100A11P2	0.066767717	0.452911268	NA
ENSG00000117114	ADGRL2	-0.09050338	0.452920115	23266
ENSG00000107104	KANK1	0.091757208	0.452985486	23189
ENSG00000134954	ETS1	0.141378572	0.453055652	2113
ENSG00000177842	ZNF620	0.092008977	0.453173709	253639
ENSG00000197279	ZNF165	0.070120681	0.453189064	7718
ENSG00000172037	LAMB2	0.194277728	0.4532303	3913
ENSG00000180610	ZBTB12BP	0.065617972	0.453241661	NA
ENSG00000204456		0.075646446	0.453341393	NA
ENSG00000172785	CBWD1	-0.101749797	0.453477306	55871
ENSG00000260880	HCCAT5	0.075430044	0.453573204	283902
ENSG00000130695	CEP85	-0.139547093	0.453688634	64793
ENSG00000115414	FN1	0.069939526	0.453727367	2335
ENSG00000196159	FAT4	-0.085169296	0.453746397	79633
ENSG00000101844	ATG4A	0.090533346	0.453750449	115201
ENSG00000100767	PAPLN	0.265659173	0.453781404	89932
ENSG00000197790	OR52M1	0.083342373	0.453799435	119772
ENSG00000224785		-0.065830333	0.453824618	NA
ENSG00000117148	ACTL8	0.059918644	0.453850492	81569
ENSG00000260852	FBXL19-AS1	0.091958296	0.453917697	283932
ENSG00000185215	TNFAIP2	-0.119183791	0.45398192	7127
ENSG00000129204	USP6	-0.088816582	0.454009139	9098
ENSG00000183048	SLC25A10	0.089843871	0.454030333	1468
ENSG00000159459	UBR1	-0.089225639	0.454057179	197131
ENSG00000154813	DPH3	-0.130039795	0.454096124	285381
ENSG00000075292	ZNF638	0.06861192	0.45411518	27332
ENSG00000213291		0.069954046	0.454124767	NA
ENSG00000185808	PIGP	-0.08622572	0.454197178	51227
ENSG00000213075	RPL31P11	0.079252372	0.45427483	641311
ENSG00000226534		0.102269035	0.454344624	NA
ENSG00000264994	SNORD92	-0.071933713	0.454393195	692209
ENSG00000236760		0.070707787	0.45439348	NA
ENSG00000219703	RAP1BP3	-0.11016702	0.454419363	NA
ENSG00000124557	BTN1A1	0.076264008	0.454433323	696
ENSG00000226828		0.085675706	0.454449333	339529
ENSG00000151615	POU4F2	-0.079778379	0.454597358	5458
ENSG00000240602	AADACP1	0.08247229	0.454701204	201651
ENSG00000100336	APOL4	-0.06019207	0.454812575	80832
ENSG00000184378	ACTRT3	-0.096193781	0.454846087	84517
ENSG00000197937	ZNF347	-0.07065216	0.454846361	84671
ENSG00000163406	SLC15A2	-0.143849533	0.454868392	6565
ENSG00000213312	RPL7AP34	0.078805018	0.454964739	NA
ENSG00000121931	LRIF1	0.080575849	0.455012667	55791
ENSG00000109911	ELP4	-0.073442132	0.455064152	26610
