ensembl_gene_id	logFC_ICM	PValue_ICM	hgnc_symbol	entrezgene
ENSG00000163156	0.372536013	0.075320166	SCNM1	100534012
ENSG00000163157	0.383968581	0.563281371	TMOD4	29765
ENSG00000163159	0.275329598	0.062778918	VPS72	6944
ENSG00000163161	0.162186676	0.328323807	ERCC3	2071
ENSG00000163162	-0.315324003	0.210264858	RNF149	284996
ENSG00000163166	-0.094119263	0.555146776	IWS1	55677
ENSG00000163170	0.386546201	0.107232827	BOLA3	388962
ENSG00000163171	0.046906821	0.777632055	CDC42EP3	10602
ENSG00000163191	-0.169603046	0.606678941	S100A11	6282
ENSG00000163214	0.136924606	0.37120795	DHX57	90957
ENSG00000163219	0.127108119	0.659144983	ARHGAP25	9938
ENSG00000163220	-1.16753135	0.03177778	S100A9	6280
ENSG00000163221	0.438532728	0.610855573	S100A12	6283
ENSG00000163235	0.162843991	0.781559406	TGFA	7039
ENSG00000163239	0.621603757	0.050387964	TDRD10	126668
ENSG00000163249	-0.655942427	0.009753667	CCNYL1	151195
ENSG00000163251	-0.466368544	0.119278062	FZD5	7855
ENSG00000163257	-0.139367921	0.523433282	DCAF16	54876
ENSG00000163273	0.803843549	0.166086239	NPPC	4880
ENSG00000163281	-0.267392959	0.36561018	GNPDA2	132789
ENSG00000163285	0.803460671	0.202258215	GABRG1	2565
ENSG00000163288	0.155634929	0.618551922	GABRB1	2560
ENSG00000163291	-0.364710265	0.149955973	PAQR3	152559
ENSG00000163293	0.31907212	0.586040762	NIPAL1	152519
ENSG00000163297	-0.174710082	0.31492553	ANTXR2	118429
ENSG00000163312	-0.20608112	0.371572184	HELQ	113510
ENSG00000163319	0.129929969	0.518646195	MRPS18C	51023
ENSG00000163320	-0.310832445	0.073656283	CGGBP1	8545
ENSG00000163322	-1.039938706	0.014557279	ABRAXAS1	84142
ENSG00000163328	-0.293649369	0.16852025	GPR155	151556
ENSG00000163331	-0.811324223	0.18539921	DAPL1	92196
ENSG00000163344	0.351151078	0.016966229	PMVK	10654
ENSG00000163346	0.203190484	0.222309011	PBXIP1	57326
ENSG00000163347	-1.01525069	0.188442152	CLDN1	9076
ENSG00000163348	0.297677628	0.094782471	PYGO2	90780
ENSG00000163349	-0.701503017	0.00259029	HIPK1	204851
ENSG00000163354	1.042816779	0.038388774	DCST2	127579
ENSG00000163359	-0.451344982	0.048240195	COL6A3	1293
ENSG00000163374	-0.312579344	0.056294575	YY1AP1	55249
ENSG00000163376	0.090230391	0.779902493	KBTBD8	84541
ENSG00000163378	0.073756133	0.721242827	EOGT	285203
ENSG00000163380	0.112956159	0.624670963	LMOD3	56203
ENSG00000163382	-0.011306324	0.949654048	NAXE	128240
ENSG00000163389	-0.51444714	0.162994485	POGLUT1	56983
ENSG00000163393	-0.031200282	0.858265554	SLC22A15	55356
ENSG00000163395	-0.107052552	0.836639946	IGFN1	91156
ENSG00000163399	-0.743034614	0.002466555	ATP1A1	476
ENSG00000163406	0.06265202	0.883464929	SLC15A2	6565
ENSG00000163412	-0.442307653	0.066906712	EIF4E3	317649
ENSG00000163428	-0.371173776	0.04035927	LRRC58	116064
ENSG00000163430	-0.146611234	0.545694511	FSTL1	11167
ENSG00000163431	0.755326861	0.005094592	LMOD1	25802
ENSG00000163435	-1.810960117	0.0032993	ELF3	1999
ENSG00000163444	-0.235761541	0.229333439	TMEM183A	92703
ENSG00000163453	0.047039037	0.818095628	IGFBP7	3490
ENSG00000163462	0.431790038	0.475499764	TRIM46	80128
ENSG00000163463	0.666221858	0.041289131	KRTCAP2	200185
ENSG00000163464	-0.526949307	0.429143566	CXCR1	3577
ENSG00000163466	-0.425492831	0.005190414	ARPC2	10109
ENSG00000163467	0.608614715	0.371444889	TSACC	128229
ENSG00000163468	-0.18855002	0.359107917	CCT3	7203
ENSG00000163472	0.370959493	0.249427576	TMEM79	84283
ENSG00000163479	-0.13380861	0.364157334	SSR2	6746
ENSG00000163481	0.351539178	0.097388752	RNF25	64320
ENSG00000163482	0.408342586	0.085580553	STK36	27148
ENSG00000163485	-0.542425464	0.103283565	ADORA1	134
ENSG00000163491	0.190535447	0.466631857	NEK10	152110
ENSG00000163492	-0.580134573	0.026005263	CCDC141	285025
ENSG00000163507	-1.309076529	0.047093393	CIP2A	57650
ENSG00000163508	0.623115678	0.29665764	EOMES	8320
ENSG00000163510	-0.200176904	0.352559112	CWC22	57703
ENSG00000163512	0.046046798	0.776405688	AZI2	64343
ENSG00000163513	-1.214355682	0.000149206	TGFBR2	7048
ENSG00000163516	0.29978842	0.142041281	ANKZF1	55139
ENSG00000163517	0.355448459	0.057936659	HDAC11	79885
ENSG00000163520	-0.190825247	0.517643366	FBLN2	2199
ENSG00000163521	0.56520772	0.098913636	GLB1L	79411
ENSG00000163527	-0.603024659	0.004151174	STT3B	201595
ENSG00000163528	0.144787752	0.438741382	CHCHD4	131474
ENSG00000163531	0.496339583	0.080377752	NFASC	23114
ENSG00000163535	-0.201025045	0.660379121	SGO2	151246
ENSG00000163536	-0.559159494	0.195567422	SERPINI1	5274
ENSG00000163539	-0.137348133	0.425263253	CLASP2	23122
ENSG00000163541	-0.24691582	0.243483008	SUCLG1	8802
ENSG00000163545	0.194992407	0.665068803	NUAK2	81788
ENSG00000163554	0.027968747	0.9642292	SPTA1	6708
ENSG00000163558	-0.546697721	0.079928491	PRKCI	5584
ENSG00000163563	-0.082816449	0.842176044	MNDA	4332
ENSG00000163564	-0.06751316	0.919521741	PYHIN1	149628
ENSG00000163565	-0.499871773	0.015984514	IFI16	3428
ENSG00000163568	-0.161055216	0.80148844	AIM2	9447
ENSG00000163576	-0.086504521	0.895736813	EFHB	151651
ENSG00000163577	-0.080225934	0.707893444	EIF5A2	56648
ENSG00000163584	-0.351014941	0.395180453	RPL22L1	200916
ENSG00000163590	-0.283059421	0.193078353	PPM1L	151742
ENSG00000163596	0.881368748	0.000211226	ICA1L	130026
ENSG00000163597	-0.434819965	0.048050083	SNHG16	NA
ENSG00000163599	0.13747388	0.829961442	CTLA4	1493
ENSG00000163602	-0.462323493	0.080977561	RYBP	23429
ENSG00000163605	-0.395977375	0.04096286	PPP4R2	151987
ENSG00000163606	-0.037662769	0.946739507	CD200R1	131450
ENSG00000163607	-0.604249733	0.05101371	GTPBP8	29083
ENSG00000163608	-0.114862746	0.393230134	NEPRO	25871
ENSG00000163611	0.245965961	0.389552843	SPICE1	152185
ENSG00000163617	0.154847197	0.583415487	CCDC191	57577
ENSG00000163618	-0.056660158	0.82642615	CADPS	8618
ENSG00000163624	-0.455015686	0.329880086	CDS1	1040
ENSG00000163625	-0.014562071	0.913021086	WDFY3	23001
ENSG00000163626	-0.049893667	0.794466444	COX18	285521
ENSG00000163629	-0.250150292	0.325460459	PTPN13	5783
ENSG00000163633	0.32844912	0.167832023	C4orf36	132989
ENSG00000163634	-0.058187812	0.841087634	THOC7	80145
ENSG00000163635	-0.451287684	0.039606611	ATXN7	6314
ENSG00000163636	-0.592238247	0.013606855	PSMD6	9861
ENSG00000163637	0.155324838	0.500883206	PRICKLE2	166336
ENSG00000163638	-1.087220017	0.012621629	ADAMTS9	56999
ENSG00000163644	-0.484978176	0.089522565	PPM1K	152926
ENSG00000163645	1.1612424	0.099392933	ERICH6	131831
ENSG00000163655	-0.398605592	0.060940159	GMPS	8833
ENSG00000163659	-0.98526464	0.00262032	TIPARP	25976
ENSG00000163660	-0.234047954	0.280303847	CCNL1	57018
ENSG00000163661	-4.315954124	0.000469273	PTX3	5806
ENSG00000163666	1.559026749	0.010655201	HESX1	8820
ENSG00000163673	-0.158246436	0.801450929	DCLK3	85443
ENSG00000163681	-0.095518458	0.638775945	SLMAP	7871
ENSG00000163682	0.279739663	0.261936511	RPL9	6133
ENSG00000163683	-0.955556058	0.012292523	SMIM14	201895
ENSG00000163684	-0.078005458	0.906208976	RPP14	11102
ENSG00000163686	-0.01096015	0.960740884	ABHD6	57406
ENSG00000163687	-0.138547849	0.752051794	DNASE1L3	1776
ENSG00000163689	0.643172503	0.226111669	C3orf67	200844
ENSG00000163694	-0.233518055	0.507033975	RBM47	54502
ENSG00000163697	0.287693168	0.06006427	APBB2	323
ENSG00000163701	0.405145926	0.383302584	IL17RE	132014
ENSG00000163702	0.116978388	0.596245319	IL17RC	84818
ENSG00000163703	0.393626093	0.038882682	CRELD1	78987
ENSG00000163704	0.620701131	0.14514786	PRRT3	285368
ENSG00000163710	-0.005002622	0.979510402	PCOLCE2	26577
ENSG00000163714	0.039099098	0.832793724	U2SURP	23350
ENSG00000163719	0.318833181	0.056313282	MTMR14	64419
ENSG00000163728	0.236659154	0.117858969	TTC14	151613
ENSG00000163734	-1.279796451	0.029906847	CXCL3	2921
ENSG00000163736	0.442730533	0.591307066	PPBP	5473
ENSG00000163738	-0.184275551	0.435146746	MTHFD2L	441024
ENSG00000163739	-1.691525668	0.022410995	CXCL1	2919
ENSG00000163743	-0.365730812	0.121798922	RCHY1	25898
ENSG00000163749	0.762397248	0.226429962	CCDC158	339965
ENSG00000163751	-2.890252067	0.000986698	CPA3	1359
ENSG00000163754	-0.509942824	0.045926725	GYG1	2992
ENSG00000163755	-0.078564152	0.759844759	HPS3	84343
ENSG00000163762	-0.646660879	0.011487455	TM4SF18	116441
ENSG00000163781	-0.550295062	0.016524851	TOPBP1	11073
ENSG00000163785	-0.652228269	0.007915732	RYK	6259
ENSG00000163788	-0.516342071	0.039909845	SNRK	54861
ENSG00000163793	-0.177627328	0.668478596	DNAJC5G	285126
ENSG00000163794	1.306192159	0.007081709	UCN	7349
ENSG00000163795	0.176392151	0.554845002	ZNF513	130557
ENSG00000163798	-0.130000275	0.474605687	SLC4A1AP	22950
ENSG00000163803	0.04890173	0.892623943	PLB1	151056
ENSG00000163807	-0.454042381	0.108477847	KIAA1143	57456
ENSG00000163808	0.529649166	0.36547373	KIF15	56992
ENSG00000163811	-0.806009076	0.046296922	WDR43	23160
ENSG00000163812	0.003359805	0.981829522	ZDHHC3	51304
ENSG00000163814	-0.806497002	0.192269915	CDCP1	64866
ENSG00000163815	0.982692868	4.55e-06	CLEC3B	7123
ENSG00000163817	-1.151515092	0.088570639	SLC6A20	54716
ENSG00000163818	-0.117198333	0.675942869	LZTFL1	54585
ENSG00000163820	-0.516377293	0.030154888	FYCO1	79443
ENSG00000163823	-0.732368745	0.164311283	CCR1	1230
ENSG00000163827	-0.177787422	0.328181385	LRRC2	79442
ENSG00000163832	0.081930529	0.579562995	ELP6	54859
ENSG00000163833	-0.109832714	0.65835865	FBXO40	51725
ENSG00000163840	-0.888010738	0.010518003	DTX3L	151636
ENSG00000163848	-0.490823352	0.0142057	ZNF148	7707
ENSG00000163864	-0.047367887	0.848064986	NMNAT3	349565
ENSG00000163866	-0.035410111	0.845224851	SMIM12	113444
ENSG00000163867	0.116827733	0.454670393	ZMYM6	9204
ENSG00000163870	0.313656513	0.07536482	TPRA1	131601
ENSG00000163872	0.010652062	0.960134834	YEATS2	55689
ENSG00000163873	-0.619017953	0.187310917	GRIK3	2899
ENSG00000163874	-0.495818153	0.159548162	ZC3H12A	80149
ENSG00000163875	0.145976558	0.422412713	MEAF6	64769
ENSG00000163877	-0.443229489	0.129110224	SNIP1	79753
ENSG00000163879	0.885427106	0.022359977	DNALI1	7802
ENSG00000163882	0.001498032	0.994924887	POLR2H	5437
ENSG00000163884	-0.640311241	0.062194774	KLF15	28999
ENSG00000163898	0.059700176	0.921230085	LIPH	200879
ENSG00000163900	0.110579994	0.49403936	TMEM41A	90407
ENSG00000163902	-0.572563885	0.007872843	RPN1	6184
ENSG00000163904	-0.428217373	0.023669908	SENP2	59343
ENSG00000163909	-0.490827414	0.110070771	HEYL	26508
ENSG00000163913	0.359590365	0.031650083	IFT122	55764
ENSG00000163918	-0.089265271	0.688135224	RFC4	5984
ENSG00000163923	-0.455014401	0.451291905	RPL39L	116832
ENSG00000163930	-0.026373698	0.858967824	BAP1	8314
ENSG00000163931	0.047975416	0.860141407	TKT	7086
ENSG00000163932	-0.372770613	0.129681071	PRKCD	5580
ENSG00000163933	0.114214714	0.529987397	RFT1	91869
ENSG00000163935	-0.210760413	0.291794913	SFMBT1	51460
ENSG00000163938	-0.995772267	0.002433291	GNL3	26354
ENSG00000163939	-0.20347699	0.145410124	PBRM1	55193
ENSG00000163945	-0.050671536	0.823425939	UVSSA	57654
ENSG00000163945	-0.050671536	0.823425939	UVSSA	285464
ENSG00000163946	-0.399989169	0.044644839	TASOR	23272
ENSG00000163947	-0.518554704	0.013699454	ARHGEF3	50650
ENSG00000163950	-0.418405672	0.141134554	SLBP	7884
ENSG00000163956	0.313285858	0.029920821	LRPAP1	4043
ENSG00000163960	-0.110333605	0.41945461	UBXN7	26043
ENSG00000163961	-0.005148337	0.973783634	RNF168	165918
ENSG00000163964	-0.264722826	0.35021873	PIGX	54965
ENSG00000163975	0.946019491	0.020100888	MELTF	4241
ENSG00000163982	0.992399359	0.08996199	OTOP1	133060
ENSG00000163995	-0.254204616	0.192323664	ABLIM2	84448
ENSG00000164002	-0.024292844	0.927196047	EXO5	64789
ENSG00000164008	0.039701215	0.836386055	C1orf50	79078
ENSG00000164010	0.474097363	0.026713328	ERMAP	114625
ENSG00000164011	0.488411527	0.021649563	ZNF691	51058
ENSG00000164022	0.084596507	0.591732552	AIMP1	9255
ENSG00000164023	-1.47102731	0.005194975	SGMS2	166929
ENSG00000164024	-0.298873992	0.049372428	METAP1	23173
ENSG00000164031	-0.390872193	0.046931199	DNAJB14	79982
ENSG00000164032	-0.996967357	0.002108204	H2AFZ	3015
ENSG00000164035	-0.003839546	0.982888728	EMCN	51705
ENSG00000164038	-0.165954884	0.58738662	SLC9B2	133308
ENSG00000164039	-0.155516776	0.484444249	BDH2	56898
ENSG00000164040	-0.296413055	0.041714534	PGRMC2	10424
ENSG00000164045	-0.881138782	0.04893738	CDC25A	993
ENSG00000164048	-0.152203951	0.508606333	ZNF589	51385
ENSG00000164050	-0.022231166	0.927725224	PLXNB1	5364
ENSG00000164051	-0.074985585	0.815195437	CCDC51	79714
ENSG00000164053	-0.027274692	0.923240364	ATRIP	84126
ENSG00000164054	0.253297451	0.158045448	SHISA5	51246
ENSG00000164056	-0.676175505	0.019196244	SPRY1	10252
ENSG00000164061	0.749277496	0.042883301	BSN	8927
ENSG00000164062	-0.223306205	0.295653726	APEH	327
ENSG00000164066	0.854336445	0.000178158	INTU	27152
ENSG00000164068	0.492999613	0.007866961	RNF123	63891
ENSG00000164070	-0.392772863	0.258989362	HSPA4L	22824
ENSG00000164073	-0.497895272	0.018703263	MFSD8	256471
ENSG00000164074	0.142753115	0.624191844	ABHD18	80167
ENSG00000164077	0.244166203	0.213624196	MON1A	84315
ENSG00000164078	0.385227715	0.246960034	MST1R	4486
ENSG00000164080	0.07449109	0.768141659	RAD54L2	23132
ENSG00000164081	0.245302182	0.186321687	TEX264	51368
ENSG00000164082	0.294598136	0.504842404	GRM2	2912
ENSG00000164086	-0.129633947	0.636051488	DUSP7	1849
ENSG00000164087	-0.053457086	0.923745174	POC1A	25886
ENSG00000164088	0.629272827	0.017939681	PPM1M	132160
ENSG00000164089	-1.508268598	0.001673645	ETNPPL	64850
ENSG00000164091	0.155030637	0.30144343	WDR82	80335
ENSG00000164093	0.575707634	0.395341746	PITX2	5308
ENSG00000164096	-0.423173548	0.06963304	C4orf3	401152
ENSG00000164099	1.06048556	0.086862918	PRSS12	8492
ENSG00000164104	0.348530314	0.050423218	HMGB2	3148
ENSG00000164105	-0.718852903	0.105593588	SAP30	8819
ENSG00000164106	-0.145500077	0.843618053	SCRG1	11341
ENSG00000164107	0.105529412	0.554604513	HAND2	9464
ENSG00000164109	-1.201861614	0.056300675	MAD2L1	4085
ENSG00000164111	-0.287508335	0.315552976	ANXA5	308
ENSG00000164112	-0.034416462	0.962290074	TMEM155	132332
ENSG00000164114	0.129848714	0.525097221	MAP9	79884
ENSG00000164116	-0.505685709	0.043640113	GUCY1A1	2982
ENSG00000164117	-0.183080944	0.386230011	FBXO8	26269
ENSG00000164118	0.15866826	0.296980264	CEP44	80817
ENSG00000164120	-0.614631307	0.324164625	HPGD	3248
ENSG00000164122	-0.406184977	0.352748497	ASB5	140458
ENSG00000164124	0.177726967	0.404762779	TMEM144	55314
ENSG00000164125	-0.592760055	0.065527893	GASK1B	51313
ENSG00000164128	-0.84833645	0.145076561	NPY1R	4886
ENSG00000164129	1.242534037	0.07923724	NPY5R	4889
ENSG00000164134	-0.429156389	0.028979867	NAA15	80155
ENSG00000164136	-0.909329619	0.012939928	IL15	3600
ENSG00000164142	-0.340476927	0.237390047	FAM160A1	729830
ENSG00000164144	0.329222264	0.0745879	ARFIP1	27236
ENSG00000164151	-0.575508658	0.002620794	ICE1	23379
ENSG00000164161	-0.124410969	0.795285987	HHIP	64399
ENSG00000164162	0.207253111	0.42844286	ANAPC10	10393
ENSG00000164163	-0.754754524	0.006432768	ABCE1	6059
ENSG00000164164	-0.746439516	0.001889686	OTUD4	54726
ENSG00000164167	-0.504511522	0.112619761	LSM6	11157
ENSG00000164168	-0.301196804	0.186251408	TMEM184C	55751
ENSG00000164169	-1.488685209	0.004665865	PRMT9	90826
ENSG00000164171	-0.647988819	0.238950877	ITGA2	3673
ENSG00000164172	-0.161490043	0.262274592	MOCS2	4338
ENSG00000164176	0.721218248	0.011800268	EDIL3	10085
ENSG00000164180	-0.540030391	0.040719372	TMEM161B	153396
ENSG00000164181	-0.353540876	0.464740423	ELOVL7	79993
ENSG00000164182	-0.044032359	0.843228999	NDUFAF2	91942
ENSG00000164187	-0.06082874	0.780284073	LMBRD2	92255
ENSG00000164188	-1.334272679	0.09284385	RANBP3L	202151
ENSG00000164190	-0.001606649	0.991096557	NIPBL	25836
ENSG00000164197	-1.012817009	0.004903696	RNF180	285671
ENSG00000164199	0.249052339	0.560671791	ADGRV1	84059
ENSG00000164209	-0.368969666	0.082118747	SLC25A46	91137
ENSG00000164211	-0.896529017	0.025296969	STARD4	134429
ENSG00000164219	-0.888068928	0.012333776	PGGT1B	5229
ENSG00000164220	-0.81143105	0.119183485	F2RL2	2151
ENSG00000164221	0.233785452	0.332166093	CCDC112	153733
ENSG00000164237	-0.374030461	0.191726842	CMBL	134147
ENSG00000164241	0.461761441	0.04960294	C5orf63	401207
ENSG00000164244	-0.131301844	0.577691606	PRRC1	133619
ENSG00000164251	-0.099897072	0.833987265	F2RL1	2150
ENSG00000164252	-0.159746376	0.38357894	AGGF1	55109
ENSG00000164253	0.071996569	0.650386411	WDR41	55255
ENSG00000164258	-0.746557135	0.079044511	NDUFS4	4724
ENSG00000164266	-1.171587266	0.234390272	SPINK1	6690
ENSG00000164270	1.113440035	0.005121959	HTR4	3360
ENSG00000164283	0.461185893	0.564360744	ESM1	11082
ENSG00000164284	-0.172177366	0.558288007	GRPEL2	134266
ENSG00000164291	-0.339424977	0.324171706	ARSK	153642
ENSG00000164292	-0.19100609	0.220430027	RHOBTB3	22836
ENSG00000164294	-0.972449185	0.049913001	GPX8	493869
ENSG00000164296	0.468545057	0.051284872	TIGD6	81789
ENSG00000164300	-0.269205387	0.465385875	SERINC5	256987
ENSG00000164303	-0.665698726	0.308394885	ENPP6	133121
ENSG00000164305	0.094817436	0.622356687	CASP3	836
ENSG00000164306	0.285743653	0.128243879	PRIMPOL	201973
ENSG00000164307	-0.617209441	0.020007943	ERAP1	51752
ENSG00000164308	-0.344922517	0.335601139	ERAP2	64167
ENSG00000164309	0.04191018	0.789456633	CMYA5	202333
ENSG00000164318	0.191212435	0.426892933	EGFLAM	133584
ENSG00000164323	-0.383868881	0.047808991	CFAP97	57587
ENSG00000164327	-0.052347013	0.793412755	RICTOR	253260
ENSG00000164329	0.329537414	0.027226348	TENT2	167153
ENSG00000164330	0.298282117	0.129451176	EBF1	1879
ENSG00000164331	0.556160538	0.016637312	ANKRA2	57763
ENSG00000164332	-0.055764259	0.755172952	UBLCP1	134510
ENSG00000164338	-0.413873438	0.074139252	UTP15	84135
ENSG00000164342	-2.262191491	0.000540662	TLR3	7098
ENSG00000164344	-0.12930978	0.765458316	KLKB1	3818
ENSG00000164346	-0.696702938	0.022271264	NSA2	10412
ENSG00000164347	-0.537630129	0.049892485	GFM2	84340
ENSG00000164366	0.086047793	0.648129594	CCDC127	133957
ENSG00000164393	-0.604139974	0.34022102	ADGRF2	222611
ENSG00000164398	-0.300888678	0.344741509	ACSL6	23305
ENSG00000164402	0.201549511	0.21026575	sep-08	23176
ENSG00000164403	0.512913178	0.066823902	SHROOM1	134549
ENSG00000164404	0.30380448	0.579089656	GDF9	2661
ENSG00000164405	0.869175417	0.001489733	UQCRQ	27089
ENSG00000164406	0.287284118	0.396543753	LEAP2	116842
ENSG00000164414	0.403294898	0.009877588	SLC35A1	10559
ENSG00000164418	-0.537140403	0.190822861	GRIK2	2898
ENSG00000164430	-0.4280117	0.304444822	CGAS	115004
ENSG00000164440	-0.148697988	0.545903602	TXLNB	167838
ENSG00000164442	-1.621582977	7.33e-05	CITED2	10370
ENSG00000164463	0.039387675	0.843553862	CREBRF	153222
ENSG00000164465	-0.30114844	0.168748225	DCBLD1	285761
ENSG00000164466	-0.187901803	0.188699841	SFXN1	94081
ENSG00000164483	0.326462289	0.527940999	SAMD3	154075
ENSG00000164484	1.642486938	0.005951296	TMEM200A	114801
ENSG00000164488	1.331678789	0.008180272	DACT2	168002
ENSG00000164494	-0.227386376	0.322581548	PDSS2	57107
ENSG00000164506	-0.127764243	0.51766207	STXBP5	134957
ENSG00000164509	-0.203641209	0.757065702	IL31RA	133396
ENSG00000164512	0.35698416	0.660217605	ANKRD55	79722
ENSG00000164530	0.202144264	0.619464044	PI16	221476
ENSG00000164532	-2.127308095	0.001165432	TBX20	57057
ENSG00000164535	-0.423024632	0.229907108	DAGLB	221955
ENSG00000164542	-0.94809403	0.005691166	KIAA0895	23366
ENSG00000164543	-0.434663916	0.370808427	STK17A	9263
ENSG00000164548	0.179191204	0.326090703	TRA2A	29896
ENSG00000164574	0.02277785	0.875901578	GALNT10	55568
ENSG00000164576	0.031991589	0.871680335	SAP30L	79685
ENSG00000164587	-0.208165447	0.386447431	RPS14	6208
ENSG00000164588	-0.188646781	0.774906085	HCN1	348980
ENSG00000164591	0.486053197	0.131237888	MYOZ3	91977
ENSG00000164597	-0.481645323	0.035649861	COG5	10466
ENSG00000164603	-0.135348746	0.514376917	BMT2	154743
ENSG00000164604	0.88764217	0.04601033	GPR85	54329
ENSG00000164609	0.058981243	0.696411757	SLU7	10569
ENSG00000164610	-0.132692298	0.603185947	RP9	6100
ENSG00000164611	-0.487119124	0.479306796	PTTG1	9232
ENSG00000164615	0.055838853	0.706376478	CAMLG	819
ENSG00000164619	-1.597530913	0.011819057	BMPER	168667
ENSG00000164620	-0.683062383	0.247850168	RELL2	285613
ENSG00000164626	0.516380071	0.426830072	KCNK5	8645
ENSG00000164627	0.587311305	0.251086259	KIF6	221458
ENSG00000164631	-0.024651567	0.876618037	ZNF12	7559
ENSG00000164638	0.831129869	0.033526921	SLC29A4	222962
ENSG00000164647	-0.325712464	0.666725272	STEAP1	26872
ENSG00000164649	-0.222224434	0.305052564	CDCA7L	55536
ENSG00000164654	-0.188026929	0.333606911	MIOS	54468
ENSG00000164659	0.067402217	0.828239215	KIAA1324L	222223
ENSG00000164663	-0.305319564	0.360446017	USP49	25862
ENSG00000164674	0.672315497	0.008698954	SYTL3	94120
ENSG00000164675	0.229656764	0.738975466	IQUB	154865
ENSG00000164683	0.402386966	0.06214843	HEY1	23462
ENSG00000164684	-0.33430307	0.032882132	ZNF704	619279
ENSG00000164687	-0.017574291	0.952696824	FABP5	2171
ENSG00000164690	-0.240725421	0.683036443	SHH	6469
ENSG00000164691	0.478354555	0.362368278	TAGAP	117289
ENSG00000164692	0.173965422	0.632099677	COL1A2	1278
ENSG00000164694	-0.836634821	0.09121684	FNDC1	84624
ENSG00000164695	-0.263560783	0.517189041	CHMP4C	92421
ENSG00000164707	-0.331864121	0.522637363	SLC13A4	26266
ENSG00000164708	0.44583046	0.048603205	PGAM2	5224
ENSG00000164713	-0.321595388	0.217435996	BRI3	25798
ENSG00000164715	-0.040381648	0.805774929	LMTK2	22853
ENSG00000164733	0.07322709	0.676536627	CTSB	1508
ENSG00000164736	0.891167443	0.003039126	SOX17	64321
ENSG00000164741	0.018607819	0.888860538	DLC1	10395
ENSG00000164742	-0.496377689	0.075289307	ADCY1	107
ENSG00000164743	0.834416759	0.185009438	C8orf48	157773
ENSG00000164751	-0.034247971	0.867005292	PEX2	5828
ENSG00000164754	-0.664761113	0.004806859	RAD21	5885
ENSG00000164758	-0.027718451	0.944363188	MED30	90390
ENSG00000164761	-2.025290904	0.010407672	TNFRSF11B	4982
ENSG00000164764	0.458423917	0.415800786	SBSPON	157869
ENSG00000164776	-0.822116996	0.009567838	PHKG1	5260
ENSG00000164794	0.230392994	0.728389064	KCNV1	27012
ENSG00000164796	0.091569213	0.878339995	CSMD3	114788
ENSG00000164808	-0.169763585	0.357244251	SPIDR	23514
ENSG00000164815	0.230235257	0.297253017	ORC5	5001
ENSG00000164818	-0.111090193	0.543711404	DNAAF5	54919
ENSG00000164823	-0.374794469	0.079233276	OSGIN2	734
ENSG00000164828	-1.91e-05	0.999892951	SUN1	23353
ENSG00000164830	-0.409105182	0.113933722	OXR1	55074
ENSG00000164841	-0.653650962	0.232442335	TMEM74	157753
ENSG00000164849	0.030824656	0.908372003	GPR146	115330
ENSG00000164850	-0.013245276	0.964920668	GPER1	2852
ENSG00000164855	0.589079882	0.397122223	TMEM184A	202915
ENSG00000164867	0.174169571	0.5513666	NOS3	4846
ENSG00000164877	-0.009304411	0.975704814	MICALL2	79778
ENSG00000164879	0.840710683	0.029927812	CA3	761
ENSG00000164880	0.372417954	0.071254375	INTS1	26173
ENSG00000164885	0.252843011	0.379407078	CDK5	1020
ENSG00000164889	0.230402091	0.281391438	SLC4A2	6522
ENSG00000164896	0.322756163	0.152334463	FASTK	10922
ENSG00000164897	0.456444649	0.049526571	TMUB1	83590
ENSG00000164898	0.324759742	0.170514891	FMC1	154791
ENSG00000164900	-0.592316227	0.323680803	GBX1	2636
ENSG00000164902	0.143780809	0.429910763	PHAX	51808
ENSG00000164904	-0.091586174	0.633947874	ALDH7A1	501
ENSG00000164916	-0.165487194	0.314777524	FOXK1	221937
ENSG00000164919	0.072315919	0.710464453	COX6C	1345
ENSG00000164920	-0.555029711	0.190338417	OSR2	116039
ENSG00000164924	-0.634053087	0.006116611	YWHAZ	7534
ENSG00000164929	-0.680525502	0.059945219	BAALC	79870
ENSG00000164930	-0.171020689	0.411102848	FZD6	8323
ENSG00000164932	0.301384457	0.52967356	CTHRC1	115908
ENSG00000164933	0.045306956	0.814397405	SLC25A32	81034
ENSG00000164934	-0.605412418	0.110764125	DCAF13	25879
ENSG00000164938	-0.101724524	0.700227593	TP53INP1	94241
ENSG00000164941	-0.25398421	0.259147117	INTS8	55656
ENSG00000164944	0.093909322	0.507431799	VIRMA	25962
ENSG00000164946	-0.23490017	0.427675362	FREM1	158326
ENSG00000164949	0.176088088	0.575105668	GEM	2669
ENSG00000164951	-0.425244954	0.08935629	PDP1	54704
ENSG00000164953	-0.216900521	0.344085545	TMEM67	91147
ENSG00000164961	-0.731608509	0.009299655	WASHC5	9897
ENSG00000164967	0.752740734	0.001660936	RPP25L	138716
ENSG00000164970	0.257193721	0.139771353	FAM219A	203259
ENSG00000164972	0.936132335	0.000198483	C9orf24	84688
ENSG00000164975	-0.131556671	0.464630499	SNAPC3	6619
ENSG00000164976	0.22533021	0.457952136	MYORG	57462
ENSG00000164978	0.375172444	0.084493596	NUDT2	318
ENSG00000164983	-0.583567888	0.010929634	TMEM65	157378
ENSG00000164985	-0.108346526	0.434746222	PSIP1	11168
