ensembl_gene_id	hgnc_symbol	logFC_RETT_FC	PValue_RETT_FC	entrezgene
ENSG00000141052	MYOCD	-0.08199644	0.365075482	93649
ENSG00000118308	LRMP	-0.147879305	0.365165041	4033
ENSG00000085491	SLC25A24	-0.102790804	0.365293948	29957
ENSG00000265681	RPL17	-0.102600281	0.365316921	6139
ENSG00000260962	LINC00557	0.09658937	0.36532343	100861544
ENSG00000230445	LRRC37A6P	-0.103400853	0.365385869	NA
ENSG00000147117	ZNF157	0.099751614	0.365438984	7712
ENSG00000166819	PLIN1	0.080409795	0.365456058	5346
ENSG00000119616	FCF1	-0.124196273	0.365523568	51077
ENSG00000057468	MSH4	-0.076837492	0.365562337	4438
ENSG00000213783	RPL35P4	0.097362153	0.365573414	NA
ENSG00000254598	CSNK2A3	-0.138684546	0.365683332	283106
ENSG00000221479	MIR1251	0.087606406	0.365699318	100302289
ENSG00000266826		-0.09869268	0.365759501	NA
ENSG00000115425	PECR	-0.107969945	0.36582977	55825
ENSG00000187545	PRAMEF10	-0.07799706	0.365899257	343071
ENSG00000198356	ASNA1	0.12615302	0.365906583	439
ENSG00000198496	NBR2	-0.080673568	0.365936317	10230
ENSG00000254122	PCDHGB7	-0.081213641	0.365938093	56099
ENSG00000185432	METTL7A	0.324428594	0.366008743	25840
ENSG00000123268	ATF1	0.077512553	0.366076302	466
ENSG00000106819	ASPN	-0.087264731	0.36611446	54829
ENSG00000183655	KLHL25	0.104364614	0.366122495	64410
ENSG00000162408	NOL9	0.095271279	0.366192258	79707
ENSG00000166796	LDHC	-0.11189666	0.366233879	3948
ENSG00000172489	OR5T3	0.088864176	0.366235507	390154
ENSG00000251521	IMPA1P1	0.098356512	0.366252945	NA
ENSG00000156232	WHAMM	-0.102994069	0.366313138	123720
ENSG00000162729	IGSF8	0.119795567	0.366554238	93185
ENSG00000115884	SDC1	0.129543595	0.366628348	6382
ENSG00000207642	MIR571	-0.075626354	0.366693133	693156
ENSG00000134640	MTNR1B	0.091117386	0.366723388	4544
ENSG00000106341	PPP1R17	-0.089789308	0.366762629	10842
ENSG00000143355	LHX9	-0.0941902	0.36678744	56956
ENSG00000243175	RPSAP36	-0.284759548	0.36679512	NA
ENSG00000117069	ST6GALNAC5	-0.253332113	0.366832158	81849
ENSG00000255151	GLYATL1B	-0.100272953	0.366917014	100287520
ENSG00000136854	STXBP1	0.15094176	0.366933331	6812
ENSG00000124243	BCAS4	-0.099704039	0.366967763	55653
ENSG00000258461		0.094596394	0.366984797	NA
ENSG00000149922	TBX6	-0.10859839	0.367021503	6911
ENSG00000187823	RTL4	-0.083630718	0.367039623	340595
ENSG00000226650	KIF4B	-0.145611374	0.367081541	285643
ENSG00000113396	SLC27A6	-0.091233083	0.367139713	28965
ENSG00000130176	CNN1	-0.098338831	0.367247529	1264
ENSG00000161798	AQP5	-0.105446686	0.367352597	362
ENSG00000179674	ARL14	0.095422046	0.36739052	80117
ENSG00000237581		-0.086056806	0.367516186	NA
ENSG00000174948	GPR149	0.084132892	0.36769003	344758
ENSG00000152284	TCF7L1	0.075572756	0.367751596	83439
ENSG00000123610	TNFAIP6	0.088066685	0.367757334	7130
ENSG00000103671	TRIP4	-0.082205694	0.367764043	9325
ENSG00000174028	FAM3C2	-0.374097348	0.367782662	NA
ENSG00000078900	TP73	0.12717004	0.367812833	7161
ENSG00000188338	SLC38A3	0.148378868	0.367816028	10991
ENSG00000166509	CLEC3A	0.095256285	0.367820525	10143
ENSG00000162396	PARS2	0.095406767	0.367837157	25973
ENSG00000119715	ESRRB	0.095811824	0.367889609	2103
ENSG00000164542	KIAA0895	-0.120199551	0.367970782	23366
ENSG00000229585	RPL21P44	0.192760414	0.368024588	NA
ENSG00000230223	ATXN8OS	-0.079364411	0.368032755	NA
ENSG00000012963	UBR7	-0.095951089	0.368088366	55148
ENSG00000131437	KIF3A	-0.1755458	0.368201851	11127
ENSG00000182795	C1orf116	0.099049421	0.368276453	79098
ENSG00000172260	NEGR1	0.106346324	0.368353739	257194
ENSG00000130595	TNNT3	-0.106781344	0.368354036	7140
ENSG00000170689	HOXB9	-0.128939343	0.368404708	3219
ENSG00000159692	CTBP1	-0.136533685	0.368443094	1487
ENSG00000174611	KY	0.101397493	0.368443478	339855
ENSG00000226083	SLC39A12-AS1	0.141689068	0.368500407	100129213
ENSG00000204136	GGTA1P	-0.076980738	0.3685141	2681
ENSG00000140553	UNC45A	-0.105304267	0.368554007	55898
ENSG00000068024	HDAC4	0.157113581	0.368774386	9759
ENSG00000198183	BPIFA1	0.094953463	0.368776039	51297
ENSG00000215158		0.078375283	0.368783161	NA
ENSG00000239219		0.075176188	0.368788269	100128164
ENSG00000139287	TPH2	-0.130631969	0.368882171	121278
ENSG00000253159	PCDHGA12	-0.094574698	0.368929728	26025
ENSG00000143882	ATP6V1C2	0.08841694	0.368980008	245973
ENSG00000185710	SMG1P4	-0.078335394	0.369012863	NA
ENSG00000229897	SEPT7P7	-0.104112438	0.369040437	NA
ENSG00000038358	EDC4	0.091399809	0.369117285	23644
ENSG00000188771	PLET1	0.113880851	0.369177098	349633
ENSG00000139151	PLCZ1	-0.099976169	0.369197328	89869
ENSG00000172349	IL16	0.085486132	0.36924003	3603
ENSG00000161547	SRSF2	0.088235207	0.369349473	6427
ENSG00000134470	IL15RA	0.089312184	0.369381332	3601
ENSG00000127989	MTERF1	0.098294689	0.369420861	7978
ENSG00000171643	S100Z	-0.080952217	0.369429565	170591
ENSG00000229020	AKR7A2P1	0.083154928	0.369493094	NA
ENSG00000147003	TMEM27	-0.083807223	0.369521207	57393
ENSG00000179818	PCBP1-AS1	-0.080584092	0.369563472	400960
ENSG00000244578	LINC01391	0.126370338	0.369622491	103344930
ENSG00000198759	EGFL6	-0.075594557	0.369649161	25975
ENSG00000140320	BAHD1	-0.139949173	0.369651756	22893
ENSG00000196131	VN1R2	-0.071331884	0.369659319	317701
ENSG00000189362	NEMP2	0.098349807	0.369705752	100131211
ENSG00000242120	MDFIC2	0.095247376	0.369705911	107986096
ENSG00000138750	NUP54	-0.093676865	0.369720271	53371
ENSG00000257360		0.090236967	0.369722688	NA
ENSG00000156574	NODAL	0.114843282	0.369731877	4838
ENSG00000175334	BANF1	-0.100962327	0.369780357	8815
ENSG00000249249		0.110512498	0.369802309	NA
ENSG00000278934		0.096947701	0.369922315	NA
ENSG00000283473	FAM240A	-0.092847974	0.370010895	100132146
ENSG00000183709	IFNL2	-0.103718828	0.370097229	282616
ENSG00000120868	APAF1	-0.128778014	0.370129242	317
ENSG00000167633	KIR3DL1	0.08681451	0.37023104	3811
ENSG00000258829		-0.134672109	0.370233961	NA
ENSG00000197483	ZNF628	-0.119541383	0.370456481	89887
ENSG00000260916	CCPG1	-0.127088424	0.37045783	9236
ENSG00000175309	PHYKPL	0.19474527	0.370511099	85007
ENSG00000181215	C4orf50	-0.094470024	0.370513417	389197
ENSG00000213300	HNRNPA3P6	0.107323672	0.370537849	NA
ENSG00000094755	GABRP	-0.084038447	0.37063464	2568
ENSG00000176438	SYNE3	0.09536825	0.370730163	161176
ENSG00000125122	LRRC29	-0.098049307	0.370755785	26231
ENSG00000118620	ZNF430	0.093155566	0.37078917	80264
ENSG00000163681	SLMAP	-0.118607642	0.370801126	7871
ENSG00000171872	KLF17	0.086608783	0.370833833	128209
ENSG00000167094	TTC16	0.08995063	0.370869266	158248
ENSG00000112033	PPARD	0.089380186	0.370879748	5467
ENSG00000125798	FOXA2	0.114301226	0.37089225	3170
ENSG00000174502	SLC26A9	0.095503737	0.370941941	115019
ENSG00000102221	JADE3	-0.107147682	0.370982578	9767
ENSG00000179598	PLD6	0.106590197	0.371006788	201164
ENSG00000162881	OXER1	0.114622243	0.371015589	165140
ENSG00000183780	SLC35F3	-0.095522563	0.371057357	148641
ENSG00000172673	THEMIS	-0.440633526	0.371242921	387357
ENSG00000261377	PDCD6IPP2	0.083537678	0.37138159	NA
ENSG00000070047	PHRF1	-0.110692433	0.371429567	57661
ENSG00000108840	HDAC5	0.130617675	0.371436966	10014
ENSG00000185666	SYN3	-0.118417328	0.371442372	8224
ENSG00000162688	AGL	-0.105814349	0.371562601	178
ENSG00000231924	PSG1	0.094071962	0.371575098	5669
ENSG00000137817	PARP6	-0.074337953	0.371618582	56965
ENSG00000184007	PTP4A2	-0.110543415	0.371636818	8073
ENSG00000074771	NOX3	-0.101637096	0.371846762	50508
ENSG00000131370	SH3BP5	0.084407903	0.371850251	9467
ENSG00000213671	OLA1P2	-0.088765764	0.371900869	NA
ENSG00000118503	TNFAIP3	-0.084503736	0.371923141	7128
ENSG00000160345	C9orf116	-0.118106611	0.372086063	138162
ENSG00000171307	ZDHHC16	0.097182351	0.372481557	84287
ENSG00000168619	ADAM18	0.094056137	0.37262732	8749
ENSG00000179168	GGN	0.100050195	0.372678433	199720
ENSG00000228501	RPL15P18	0.091988659	0.372714821	NA
ENSG00000184922	FMNL1	0.094190515	0.372743616	752
ENSG00000248383	PCDHAC1	-0.085610799	0.372792347	56135
ENSG00000108242	CYP2C18	0.090805567	0.372793471	1562
ENSG00000185737	NRG3	-0.180521341	0.372847803	10718
ENSG00000138621	PPCDC	-0.100091023	0.372849777	60490
ENSG00000214719		0.09084778	0.372953654	NA
ENSG00000251143		-0.094155941	0.373077473	100128494
ENSG00000161958	FGF11	-0.163872799	0.373085901	2256
ENSG00000057657	PRDM1	0.100509007	0.373120832	639
ENSG00000146809	ASB15	-0.083041632	0.373143634	142685
ENSG00000148602	LRIT1	-0.094321513	0.373237096	26103
ENSG00000183638	RP1L1	0.082057958	0.373273526	94137
ENSG00000127412	TRPV5	-0.084194071	0.373289634	56302
ENSG00000021488	SLC7A9	-0.099339562	0.373359774	11136
ENSG00000122965	RBM19	0.088685278	0.373369729	9904
ENSG00000187533	PRR27	-0.100801635	0.373408786	401137
ENSG00000111199	TRPV4	-0.087887259	0.373410264	59341
ENSG00000253102		0.092596208	0.373457465	NA
ENSG00000085185	BCORL1	0.115553443	0.373608148	63035
ENSG00000198932	GPRASP1	0.099668579	0.373618203	9737
ENSG00000106355	LSM5	0.092968574	0.373742114	23658
ENSG00000112874	NUDT12	0.124077228	0.373755789	83594
ENSG00000177426	TGIF1	0.174951411	0.37376545	7050
ENSG00000182938	OTOP3	-0.076474025	0.37378561	347741
ENSG00000196455	PIK3R4	-0.108102389	0.373786816	30849
ENSG00000105323	HNRNPUL1	0.105843552	0.373818408	11100
ENSG00000164871	SPAG11B	0.105548129	0.373847742	10407
ENSG00000107447	DNTT	0.093236424	0.373879302	1791
ENSG00000205866	FAM99A	0.110456026	0.373979062	387742
ENSG00000133612	AGAP3	-0.134109506	0.374001219	116988
ENSG00000104783	KCNN4	0.11639312	0.374028245	3783
ENSG00000242498	ARPIN	0.082308694	0.374038582	348110
ENSG00000235876	FEM1AP4	-0.098859529	0.37406585	NA
ENSG00000137204	SLC22A7	0.102635656	0.37408336	10864
ENSG00000162897	FCAMR	-0.088032423	0.37413261	83953
ENSG00000007402	CACNA2D2	0.103510759	0.374170383	9254
ENSG00000183423	LRIT3	0.09858033	0.37417078	345193
ENSG00000101639	CEP192	0.088579549	0.374580136	55125
ENSG00000205041		0.106353114	0.374582591	NA
ENSG00000009790	TRAF3IP3	-0.113274738	0.374612737	80342
ENSG00000011478	QPCTL	0.095903934	0.374633521	54814
ENSG00000073536	NLE1	0.098463332	0.374652028	54475
ENSG00000216056	MIR891A	-0.078524177	0.374693316	100126341
ENSG00000007264	MATK	-0.12733735	0.37470145	4145
ENSG00000260542		-0.107426224	0.374803123	NA
ENSG00000264112		0.077681005	0.374880518	NA
ENSG00000144218	AFF3	0.094028538	0.375002025	3899
ENSG00000208839	SNORA35	-0.09205897	0.375162365	677816
ENSG00000221187	MIR548M	0.099648277	0.375224762	100313772
ENSG00000214562	NUTM2D	0.144815221	0.37522543	728130
ENSG00000021826	CPS1	0.151874437	0.375226554	1373
ENSG00000154997	sep-14	-0.069147318	0.375243123	346288
ENSG00000230426	ERVMER61-1	0.114380846	0.375255011	104169671
ENSG00000176040	TMPRSS7	-0.090610679	0.375265029	344805
ENSG00000207814	MIR147A	0.078690849	0.375337709	406939
ENSG00000197769	MAP1LC3C	-0.084906373	0.375393569	440738
ENSG00000215452	ZNF663P	0.099920727	0.375403635	NA
ENSG00000139053	PDE6H	-0.090869788	0.375438805	5149
ENSG00000175224	ATG13	0.124816885	0.375553039	9776
ENSG00000151014	NOCT	-0.156090887	0.375599161	25819
ENSG00000095397	WHRN	-0.16093886	0.37561251	25861
ENSG00000246331		0.116580341	0.375734278	645485
ENSG00000247775	SNCA-AS1	-0.083774102	0.375884444	644248
ENSG00000104814	MAP4K1	-0.079724411	0.375972532	11184
ENSG00000248008	NRAV	-0.116311574	0.376020534	100506668
ENSG00000100083	GGA1	-0.102560318	0.376130269	26088
ENSG00000114993	RTKN	-0.108053207	0.376168174	6242
ENSG00000118894	EEF2KMT	-0.105474111	0.376233652	196483
ENSG00000078596	ITM2A	0.109899292	0.376240888	9452
ENSG00000228526	MIR34AHG	0.087935325	0.376313226	106614088
ENSG00000258707		0.187239702	0.37631376	NA
ENSG00000124260	MAGEA10	-0.099514754	0.376402693	4109
ENSG00000259488		-0.088746597	0.376428083	NA
ENSG00000162836	ACP6	0.166495752	0.376453737	51205
ENSG00000119912	IDE	-0.104832823	0.376568827	3416
ENSG00000253810	PSAT1P1	0.087113986	0.376808551	NA
ENSG00000168228	ZCCHC4	-0.091883323	0.376830753	29063
ENSG00000148841	ITPRIP	0.172328187	0.376865832	85450
ENSG00000135828	RNASEL	-0.139602982	0.376901606	6041
ENSG00000181135	ZNF707	0.114197013	0.376912913	101928160
ENSG00000181135	ZNF707	0.114197013	0.376912913	286075
ENSG00000125551	PLGLB2	0.120073921	0.377085152	5342
ENSG00000186265	BTLA	0.095256453	0.377101432	151888
ENSG00000140931	CMTM3	-0.106125163	0.377110223	123920
ENSG00000243649	CFB	-0.104106253	0.377118488	629
ENSG00000076944	STXBP2	-0.094753295	0.377189604	6813
ENSG00000224287	MSL3P1	0.091866837	0.377198507	151507
ENSG00000083799	CYLD	0.092635103	0.377328453	1540
ENSG00000206104	KRTAP20-3	0.112274254	0.377371226	337985
ENSG00000130538	OR11H1	0.124584309	0.377417513	81061
ENSG00000213759	UGT2B11	-0.09546623	0.377478904	10720
ENSG00000201348	RNU105B	-0.123690041	0.377605616	26767
ENSG00000201754	SNORD52	0.099667102	0.377646233	26797
ENSG00000141837	CACNA1A	-0.091968373	0.377657574	773
ENSG00000244146		0.117537048	0.377777441	NA
ENSG00000243040	RBMY2FP	0.079375187	0.377784737	159162
ENSG00000101224	CDC25B	0.099186648	0.377806745	994
ENSG00000038295	TLL1	0.099311054	0.377813135	7092
ENSG00000226288	OR52I2	-0.108583879	0.377904451	143502
ENSG00000207967	MIR620	0.097555007	0.377907704	693205
ENSG00000235954	TTC28-AS1	0.079297808	0.377920912	284900
ENSG00000170948	MBD3L1	0.077815521	0.377960549	85509
ENSG00000214513	NOTO	0.099049072	0.378031149	344022
ENSG00000235608	NKX1-1	-0.112939115	0.378032952	54729
ENSG00000182173	TSEN54	0.153326114	0.378046914	283989
ENSG00000178690	DYNAP	0.097063311	0.378137268	284254
ENSG00000023171	GRAMD1B	-0.09368068	0.37817496	100128242
ENSG00000023171	GRAMD1B	-0.09368068	0.37817496	57476
ENSG00000042813	ZPBP	-0.096239126	0.378209606	11055
ENSG00000186452	TMPRSS12	0.091486541	0.37823847	283471
ENSG00000204118	NAP1L6	0.093651026	0.378468851	645996
ENSG00000164318	EGFLAM	0.082533974	0.37868482	133584
ENSG00000204147	ASAH2B	0.080780012	0.378712291	653308
ENSG00000253110		0.075607966	0.378775716	NA
ENSG00000180938	ZNF572	0.126408357	0.37879369	137209
ENSG00000134531	EMP1	0.450397058	0.378806716	2012
ENSG00000178409	BEND3	0.108936719	0.37883314	57673
ENSG00000150977	RILPL2	0.117835801	0.378899523	196383
ENSG00000112053	SLC26A8	-0.107998523	0.378927951	116369
ENSG00000169789	PRY	-0.091613334	0.378979827	9081
ENSG00000180205	WFDC9	-0.118902693	0.379027494	259240
ENSG00000109534	GAR1	-0.114873576	0.37907968	54433
ENSG00000075388	FGF4	0.087297648	0.379116518	2249
ENSG00000261587	TMEM249	-0.11537739	0.379238312	340393
ENSG00000169019	COMMD8	-0.107527794	0.379305899	54951
ENSG00000213574	LDHAP5	-0.09720192	0.379500777	NA
ENSG00000134259	NGF	0.086395033	0.379563456	4803
ENSG00000185448	FAM47A	0.081291706	0.379662706	158724
ENSG00000198205	ZXDA	-0.122328063	0.379704524	7789
ENSG00000198925	ATG9A	0.099714013	0.3797932	79065
ENSG00000205089	CCNI2	-0.098975458	0.37981826	645121
ENSG00000052795	FNIP2	0.13398111	0.379846547	57600
ENSG00000136144	RCBTB1	-0.127689617	0.379957789	55213
ENSG00000259571	BLID	-0.095799658	0.379980565	414899
ENSG00000261455	LINC01003	-0.090407087	0.379992581	NA
ENSG00000172197	MBOAT1	0.090753614	0.380006874	154141
ENSG00000258150		0.105457476	0.380066328	NA
ENSG00000105447	GRWD1	0.095240615	0.380133497	83743
ENSG00000207689	MIR548A2	0.107821344	0.380171977	693126
ENSG00000268621	IGFL2-AS1	0.080064513	0.380275583	NA
ENSG00000105321	CCDC9	-0.098153744	0.380313369	26093
ENSG00000100889	PCK2	-0.101076766	0.380377107	5106
ENSG00000178404	CEP295NL	-0.093420091	0.380409049	100653515
ENSG00000039068	CDH1	-0.136345228	0.380519663	999
ENSG00000164867	NOS3	-0.206610685	0.380533514	4846
ENSG00000149292	TTC12	0.127979901	0.38055768	54970
ENSG00000100023	PPIL2	-0.096305531	0.380618401	23759
ENSG00000164023	SGMS2	0.094552841	0.380644119	166929
ENSG00000116701	NCF2	0.102052475	0.380677503	4688
ENSG00000283647		-0.102601268	0.380745533	NA
ENSG00000261192		-0.085805389	0.380938898	376412
ENSG00000099817	POLR2E	0.152940295	0.381147436	5434
ENSG00000134297	PLEKHA8P1	0.108224121	0.381155038	51054
ENSG00000207800	MIR504	0.085379741	0.381167611	574507
ENSG00000111254	AKAP3	0.112031363	0.381218923	10566
ENSG00000231228		-0.100209621	0.38125991	NA
ENSG00000182053	TRIM49B	-0.086730635	0.381284354	283116
ENSG00000120594	PLXDC2	0.135299749	0.381432116	84898
ENSG00000277211		0.070487804	0.381433142	NA
ENSG00000197332		-0.082032424	0.381558184	NA
ENSG00000242060	RPS3AP49	-0.081130225	0.381567525	NA
ENSG00000133454	MYO18B	0.083830619	0.381633237	84700
ENSG00000276135	FAM27E2	-0.152033494	0.38164173	NA
ENSG00000179172	HNRNPCL1	0.080605954	0.38169689	343069
ENSG00000126860	EVI2A	-0.405212022	0.3816995	2123
ENSG00000243749	TMEM35B	-0.114842099	0.381705058	100506144
ENSG00000207297	SNORD7	-0.100769626	0.381713147	692076
ENSG00000248027		0.082561506	0.381748937	100128386
ENSG00000225830	ERCC6	0.111792892	0.381808413	267004
ENSG00000225830	ERCC6	0.111792892	0.381808413	2074
ENSG00000254669		0.078493135	0.381816571	NA
ENSG00000277363	SRCIN1	-0.080150507	0.381850017	80725
ENSG00000213070	HMGB3P6	-0.08087906	0.381877197	NA
ENSG00000168298	HIST1H1E	-0.108252411	0.381911036	3008
ENSG00000145431	PDGFC	0.094451703	0.381917318	56034
ENSG00000135312	HTR1B	0.090499739	0.382081132	3351
ENSG00000186130	ZBTB6	0.116438134	0.382093926	10773
ENSG00000255710		-0.086527029	0.382097357	NA
ENSG00000106351	AGFG2	-0.128382178	0.382235446	3268
ENSG00000279588		-0.114321287	0.382358195	NA
ENSG00000136051	WASHC4	0.09355517	0.382430678	23325
ENSG00000137745	MMP13	-0.109489348	0.38253974	4322
ENSG00000181963	OR52K2	-0.087134615	0.382660088	119774
ENSG00000158113	LRRC43	0.084678252	0.382665977	254050
ENSG00000185101	ANO9	-0.098611572	0.38278848	338440
ENSG00000137413	TAF8	-0.112774263	0.382826401	129685
ENSG00000196470	SIAH1	-0.092544	0.382842668	6477
ENSG00000207624	MIR194-1	-0.113924646	0.382897168	406969
ENSG00000086102	NFX1	0.095132896	0.382903165	4799
ENSG00000224406	LINC02052	0.099586147	0.38293859	253573
ENSG00000231918		-0.097938455	0.383122881	730100
ENSG00000256614	AK6P1	-0.079403234	0.3831314	NA
ENSG00000239413	RPS27P23	0.110620622	0.383165725	NA
ENSG00000272097		-0.089020203	0.383212758	NA
ENSG00000116745	RPE65	0.100974391	0.383247564	6121
ENSG00000064666	CNN2	0.091411655	0.38348131	1265
ENSG00000221475	SNORA11D	-0.083821499	0.383555638	100124541
ENSG00000248503		0.084815133	0.383649381	NA
ENSG00000208003	MIR549A	-0.096551183	0.383651064	693132
ENSG00000095794	CREM	0.093723082	0.383671863	1390
ENSG00000238835	SCARNA18	-0.088209826	0.383685626	677765
ENSG00000215198		0.080951645	0.383795875	NA
ENSG00000204595	DPRX	0.103608838	0.383928962	503834
ENSG00000213373	LINC00671	0.110051259	0.383935927	NA
ENSG00000187953	PMS2CL	-0.095675111	0.383939664	NA
ENSG00000112499	SLC22A2	0.0762583	0.383995895	6582
ENSG00000235488	JARID2-AS1	0.096918776	0.384060956	NA
ENSG00000237499		0.10161706	0.384067281	100130476
ENSG00000171236	LRG1	0.080046012	0.38407664	116844
ENSG00000254008	LINC00051	0.07878128	0.384246881	619434
ENSG00000186860	KRTAP17-1	-0.086182275	0.38427944	83902
ENSG00000111863	ADTRP	-0.189288733	0.384435134	84830
ENSG00000176890	TYMS	-0.269608997	0.384460785	7298
ENSG00000246095	LINC01096	-0.072910616	0.384461797	NA
ENSG00000118972	FGF23	0.085770327	0.384486735	8074
ENSG00000180089	TMEM86B	0.144146757	0.384619757	255043
ENSG00000251402	FAM90A25P	0.084426954	0.384644392	NA
ENSG00000213962	API5P2	0.105563468	0.38466534	NA
ENSG00000144730	IL17RD	-0.099022207	0.384738839	54756
ENSG00000171863	RPS7	-0.15485623	0.384746476	6201
ENSG00000266357	LINC02074	-0.084093541	0.384752929	NA
ENSG00000232676	ADH5P2	0.10125808	0.384775021	NA
ENSG00000156486	KCNS2	0.150826844	0.384806977	3788
ENSG00000163600	ICOS	0.092261272	0.384870936	29851
ENSG00000132464	ENAM	-0.088783084	0.384960439	10117
ENSG00000164976	MYORG	0.130516947	0.385088581	57462
ENSG00000189007	ADAT2	-0.088595636	0.385152921	134637
ENSG00000004838	ZMYND10	-0.084267128	0.385190167	51364
ENSG00000163374	YY1AP1	0.090818021	0.385280793	55249
ENSG00000038532	CLEC16A	-0.08968719	0.385427094	23274
ENSG00000243828		0.09616635	0.385528166	NA
ENSG00000148677	ANKRD1	-0.072741096	0.38553978	27063
ENSG00000172339	ALG14	-0.120067997	0.385545319	199857
ENSG00000111877	MCM9	0.109941796	0.385551803	254394
ENSG00000214424	FAM149B1P1	-0.120504905	0.385561258	NA
ENSG00000164975	SNAPC3	0.083998755	0.385568258	6619
ENSG00000258223	PRSS58	0.090145733	0.385569446	136541
ENSG00000136156	ITM2B	0.11287491	0.385599139	9445
ENSG00000161031	PGLYRP2	0.113819102	0.385726694	114770
ENSG00000102385	DRP2	-0.102536376	0.385855419	1821
ENSG00000178358	OR2D3	0.109712426	0.385983001	120775
ENSG00000198083	KRTAP9-9	0.094277581	0.386114854	81870
ENSG00000005981	ASB4	0.100563605	0.386123772	51666
ENSG00000229539		0.079290854	0.386161753	NA
ENSG00000170854	RIOX2	-0.110421988	0.386249521	84864
ENSG00000065371	ROPN1	0.099648287	0.386261947	54763
ENSG00000028277	POU2F2	0.127388817	0.386292724	5452
ENSG00000184979	USP18	0.091409399	0.38660781	11274
ENSG00000214973	CHCHD3P3	0.104600627	0.386740677	NA
ENSG00000231999	LRRC8C-DT	-0.117235647	0.386759619	400761
ENSG00000170545	SMAGP	0.103985583	0.38676439	57228
ENSG00000136944	LMX1B	-0.079442532	0.386837248	4010
ENSG00000026950	BTN3A1	0.144268378	0.386876374	11119
ENSG00000197837	HIST4H4	0.105502083	0.386910463	121504
ENSG00000163507	CIP2A	0.081148748	0.386912643	57650
ENSG00000205622		-0.134690449	0.386962212	NA
ENSG00000116703	PDC	0.09252728	0.386990157	5132
ENSG00000115970	THADA	-0.102935376	0.387047175	63892
ENSG00000187866	FAM122A	-0.092890157	0.387079359	116224
ENSG00000101577	LPIN2	0.08712902	0.387156647	9663
ENSG00000165507	C10orf10	-0.265506993	0.387201402	11067
ENSG00000218586		0.095538143	0.387328482	NA
ENSG00000031081	ARHGAP31	0.14469496	0.387377284	57514
ENSG00000162641	AKNAD1	-0.085068981	0.387455642	254268
ENSG00000279153		-0.127558776	0.38754619	NA
ENSG00000224831		-0.09763905	0.387556723	NA
ENSG00000279012	OR51B2	0.082755776	0.387560735	79345
ENSG00000187790	FANCM	0.07659613	0.387586061	57697
ENSG00000157429	ZNF19	-0.092481935	0.387746597	7567
ENSG00000137648	TMPRSS4	-0.102926155	0.387761941	56649
ENSG00000078589	P2RY10	0.070404413	0.387768082	27334
ENSG00000133985	TTC9	-0.141224272	0.387792594	23508
ENSG00000139977	NAA30	-0.086475981	0.387816369	122830
ENSG00000187905	LRRC74B	-0.085133977	0.387950331	400891
ENSG00000237596		-0.094339965	0.387987787	644135
ENSG00000160712	IL6R	-0.1095579	0.388037021	3570
ENSG00000178502	KLHL11	0.080315647	0.38804284	55175
ENSG00000275385	CCL18	0.11332837	0.388164304	6362
ENSG00000114933	INO80D	0.075608816	0.388200832	54891
ENSG00000187688	TRPV2	0.176606485	0.388277184	51393
ENSG00000229937	PRPS1L1	-0.095078752	0.388348152	221823
ENSG00000131023	LATS1	-0.084412734	0.388348337	9113
ENSG00000250782		0.081476828	0.388349134	NA
ENSG00000131584	ACAP3	-0.0893711	0.388359741	116983
ENSG00000197549	PRAMENP	0.097276454	0.38849886	649179
ENSG00000259609		0.082720735	0.388502206	NA
ENSG00000273540	AGBL1	-0.107805639	0.388552845	123624
ENSG00000214595	EML6	-0.092700336	0.3885862	400954
ENSG00000160791	CCR5	-0.086803943	0.388733926	1234
ENSG00000255354		0.103876067	0.388788315	NA
ENSG00000110013	SIAE	0.093406189	0.388903129	54414
ENSG00000248213	CICP16	0.092947019	0.388908441	NA
ENSG00000118017	A4GNT	-0.13298742	0.388986838	51146
ENSG00000186562	DEFB105A	0.095700315	0.388994919	245908
ENSG00000269001		-0.090786722	0.389003985	NA
ENSG00000189299	FOXR2	0.086031446	0.389004673	139628
ENSG00000276819	TRBV15	-0.088557522	0.389051997	NA
ENSG00000170848	PSG6	0.113710491	0.389111399	5675
ENSG00000242580	IGKV1D-43	0.121938282	0.389303293	NA
ENSG00000172116	CD8B	-0.099460891	0.389354012	926
ENSG00000269893	SNHG8	-0.546454511	0.389372695	100093630
ENSG00000108799	EZH1	0.106698972	0.389393648	2145
ENSG00000184423	RPL23AP38	0.105464421	0.389554613	NA
ENSG00000256660	CLEC12B	0.075229151	0.389665	387837
ENSG00000207313	SNORA2B	-0.079065595	0.389726826	677794
ENSG00000172058	SERF1A	-0.089769418	0.389756936	8293
ENSG00000004948	CALCR	-0.081447203	0.389883103	799
ENSG00000156453	PCDH1	0.077443258	0.3899628	5097
ENSG00000196136	SERPINA3	1.068538289	0.389978242	12
ENSG00000236301	MRGPRG-AS1	-0.10172611	0.389993043	283303
ENSG00000159110	IFNAR2	-0.07699693	0.390022018	3455
ENSG00000134460	IL2RA	-0.082675138	0.3901715	3559
ENSG00000142945	KIF2C	0.071997893	0.390185175	11004
ENSG00000142279	WTIP	-0.083707618	0.39019382	126374
ENSG00000169704	GP9	-0.108429132	0.390209659	2815
ENSG00000023228	NDUFS1	-0.105470865	0.39028137	4719
ENSG00000128709	HOXD9	-0.094500417	0.390348281	3235
