ensembl_gene_id	logFC_BC	PValue_BC	entrezgene
ENSG00000148795	-0.109436361	0.88973211	1586
ENSG00000148803	-0.158413251	0.846230599	282969
ENSG00000148814	0.69896555	0.04514742	80313
ENSG00000148824	1.146158718	0.041403914	92170
ENSG00000148832	0.490988679	0.208961322	196743
ENSG00000148834	0.397571217	0.348647568	9446
ENSG00000148835	-0.040201746	0.93348563	6877
ENSG00000148840	0.35336068	0.313785055	23082
ENSG00000148841	-0.820408001	0.028071646	85450
ENSG00000148842	-0.144669747	0.79885505	54805
ENSG00000148843	0.306613799	0.403901462	22984
ENSG00000148848	-0.659911795	0.199209286	8038
ENSG00000148908	0.936473168	0.032804882	6001
ENSG00000148925	0.197909258	0.628207069	84280
ENSG00000148926	-2.097759288	0.00298589	133
ENSG00000148935	-1.113006431	0.1006777	2620
ENSG00000148942	-3.81932818	0.001500396	159963
ENSG00000148943	0.061275188	0.867846525	55327
ENSG00000148948	0.518165734	0.513866364	57689
ENSG00000148950	0.7263449	0.075611586	196294
ENSG00000148965	-0.727788129	0.606309095	6291
ENSG00000148985	1.015463494	0.009344533	27315
ENSG00000149016	1.294988923	0.001541608	64852
ENSG00000149021	2.33254033	0.147217469	7356
ENSG00000149043	-1.020115724	0.581290942	90019
ENSG00000149050	-0.340671741	0.736355199	7761
ENSG00000149054	-1.660177726	0.048430987	7762
ENSG00000149084	-0.013132305	0.974620113	51144
ENSG00000149089	-0.629280267	0.21601291	51074
ENSG00000149090	-4.686057127	2.59e-05	25891
ENSG00000149091	0.718558511	0.109977676	8525
ENSG00000149100	0.176427272	0.456728019	10480
ENSG00000149115	-0.086288235	0.784086198	85456
ENSG00000149124	-11.52981624	2.33e-08	10249
ENSG00000149131	-3.429353749	3.9e-07	710
ENSG00000149136	0.463389461	0.075797934	6749
ENSG00000149150	-0.861308557	0.089641456	8501
ENSG00000149177	0.054608235	0.919148243	5795
ENSG00000149179	1.307941907	0.00143134	79096
ENSG00000149182	0.328556955	0.26390186	84364
ENSG00000149187	0.072174823	0.755048226	10658
ENSG00000149196	-0.261156443	0.429723518	51501
ENSG00000149201	-0.651813639	0.335202536	60494
ENSG00000149212	1.35097005	0.240367362	143686
ENSG00000149218	-0.734240608	0.114119536	23052
ENSG00000149231	-2.835341999	0.000368452	79780
ENSG00000149243	3.170285932	0.003499026	283212
ENSG00000149256	-2.032151135	0.007712976	26011
ENSG00000149257	-0.477878117	0.300210207	871
ENSG00000149260	-1.959823273	0.002854624	726
ENSG00000149262	0.027402308	0.919444985	92105
ENSG00000149269	2.454706399	0.016489167	5058
ENSG00000149273	0.751777953	0.123946787	6188
ENSG00000149289	-2.134618814	0.026318145	85463
ENSG00000149292	1.298088582	0.081340787	54970
ENSG00000149294	-3.80257327	4.31e-05	4684
ENSG00000149295	3.852547615	0.065338321	1813
ENSG00000149300	1.662785885	0.032312921	91894
ENSG00000149308	-0.597058569	0.117105332	4863
ENSG00000149311	-1.489779528	0.000684358	472
ENSG00000149313	0.76223168	0.068671396	60496
ENSG00000149328	2.153757188	0.018182175	89944
ENSG00000149346	1.401113923	0.004667771	128710
ENSG00000149357	0.347618182	0.241418705	55004
ENSG00000149380	-0.094052799	0.891728248	283208
ENSG00000149403	1.432628398	0.070697549	2900
ENSG00000149418	2.565232467	0.00873844	6768
ENSG00000149428	1.628579609	0.013925064	10525
ENSG00000149451	-4.806130675	1.34e-06	80332
ENSG00000149474	0.386654511	0.317024336	57325
ENSG00000149476	1.834889631	7.59e-05	26007
ENSG00000149480	0.490041654	0.079537405	9219
ENSG00000149483	0.257157648	0.436026194	51524
ENSG00000149485	0.65681267	0.186074971	3992
ENSG00000149488	-5.171215169	4.62e-05	117532
ENSG00000149489	0.36137559	0.461827948	6094
ENSG00000149499	-0.35376153	0.293950022	256364
ENSG00000149503	0.995735625	0.010393649	3619
ENSG00000149506	-2.2707308	0.009744417	22917
ENSG00000149527	0.7906848	0.560900239	9651
ENSG00000149531	0.270671566	0.681386249	NA
ENSG00000149532	0.13856347	0.625815611	79869
ENSG00000149534	-1.349135146	0.257277378	2206
ENSG00000149541	2.17418552	0.000230806	26229
ENSG00000149547	0.24582253	0.320779628	9538
ENSG00000149548	0.02154612	0.960864337	80071
ENSG00000149554	1.571889476	0.001474582	1111
ENSG00000149557	-2.270486439	0.013373982	105369550
ENSG00000149557	-2.270486439	0.013373982	9638
ENSG00000149564	-2.447114483	0.000632077	90952
ENSG00000149571	3.203294197	0.096869552	84623
ENSG00000149573	0.385181395	0.505333704	10205
ENSG00000149575	-4.50615062	0.000401384	6327
ENSG00000149577	-1.394460682	0.003706982	51092
ENSG00000149582	2.594329348	0.002115355	84866
ENSG00000149591	-2.171021881	0.000840265	6876
ENSG00000149596	-3.161634761	0.004542347	57158
ENSG00000149599	2.267274268	0.021297129	128853
ENSG00000149600	0.963526889	0.01008802	149951
ENSG00000149609	2.854643066	0.005403974	128864
ENSG00000149633	-0.684932304	0.421631934	85449
ENSG00000149634	-0.094966515	0.906035747	128497
ENSG00000149635	1.514451324	0.363687489	128506
ENSG00000149636	0.804800175	0.081461019	79980
ENSG00000149639	0.346894729	0.324442841	140710
ENSG00000149646	0.61584154	0.394476601	140894
ENSG00000149654	0.490507701	0.671223416	64405
ENSG00000149657	0.799608441	0.025415788	149986
ENSG00000149658	0.301725526	0.298817358	54915
ENSG00000149679	1.737769508	0.002693901	81928
ENSG00000149716	0.695863216	0.054786848	220064
ENSG00000149743	1.241391075	0.000973946	83707
ENSG00000149761	1.584459821	0.000656201	84304
ENSG00000149781	-1.432930393	0.009665233	83706
ENSG00000149782	0.57363205	0.168776446	5331
ENSG00000149792	0.874845722	0.057749909	740
ENSG00000149798	-1.792276728	0.001070877	10435
ENSG00000149806	0.989354778	0.011795186	2197
ENSG00000149809	-1.142929254	0.07548956	7108
ENSG00000149823	0.132742184	0.701600464	738
ENSG00000149922	1.008225076	0.085352433	6911
ENSG00000149923	1.925793213	0.000167169	5531
ENSG00000149925	2.047704956	0.001072056	226
ENSG00000149926	6.77417964	0.002440719	83723
ENSG00000149927	3.888058707	0.000811258	8448
ENSG00000149929	1.34588603	0.010235154	8479
ENSG00000149930	0.17557592	0.55114337	9344
ENSG00000149932	1.095314903	0.021146768	124446
ENSG00000149948	0.813159356	0.433158391	8091
ENSG00000149968	2.756014965	0.065368417	4314
ENSG00000149970	-4.356112981	0.000226929	22866
ENSG00000149972	4.299170509	0.034094874	53942
ENSG00000150045	-4.734362097	2.18e-05	51348
ENSG00000150048	-2.879248684	6.71e-06	51267
ENSG00000150051	-4.696360839	0.000100594	283078
ENSG00000150054	1.035371829	0.241675794	143098
ENSG00000150093	-2.346309812	0.000323642	3688
ENSG00000150175	0.634575151	0.664404795	NA
ENSG00000150281	-1.473401671	0.125572364	1489
ENSG00000150316	0.416819325	0.242254555	51503
ENSG00000150337	0.319641843	0.642943073	2209
ENSG00000150347	-1.870082701	0.01196099	84159
ENSG00000150361	5.672317871	0.015873962	57626
ENSG00000150394	-0.813612983	0.313107637	1006
ENSG00000150401	0.710690275	0.045540624	55208
ENSG00000150403	0.257607232	0.621374688	55002
ENSG00000150433	-0.563690856	0.058320917	219854
ENSG00000150455	0.072097383	0.885463809	114609
ENSG00000150456	-0.318816425	0.397929471	221143
ENSG00000150457	-2.473604802	4.67e-06	26524
ENSG00000150459	0.369247826	0.242235116	10284
ENSG00000150471	-3.400048778	0.004767667	23284
ENSG00000150477	-0.61472571	0.152603787	57536
ENSG00000150510	0.836718628	0.539497969	220108
ENSG00000150527	0.705585729	0.121620497	4253
ENSG00000150540	-1.679862822	0.001274365	3176
ENSG00000150551	1.937793792	0.00997725	116372
ENSG00000150556	4.332836954	0.005558389	130576
ENSG00000150593	0.350037197	0.535749658	27250
ENSG00000150594	-2.497941539	0.020793244	150
ENSG00000150625	-2.973593094	0.006261583	2823
ENSG00000150627	0.469658587	0.535786654	116966
ENSG00000150628	2.293869172	0.063717532	132851
ENSG00000150630	-2.281232556	0.000174387	7424
ENSG00000150636	-1.238816082	0.037664802	79839
ENSG00000150637	-1.211467619	0.088004931	10666
ENSG00000150656	-0.327548034	0.710726043	84735
ENSG00000150667	2.428630859	0.060494817	161835
ENSG00000150672	-1.697436325	0.015262066	1740
ENSG00000150676	4.813098845	0.00887547	220047
ENSG00000150681	-3.160440124	0.001024162	64407
ENSG00000150687	0.390033149	0.615647809	11098
ENSG00000150712	-0.783672796	0.053215436	54545
ENSG00000150722	6.400079595	0.01622847	151242
ENSG00000150750	-3.92710312	0.000584153	341032
ENSG00000150753	0.806094661	0.010577055	22948
ENSG00000150756	0.165772211	0.628760382	134145
ENSG00000150760	-1.299257112	0.002753108	1793
ENSG00000150764	-1.851499101	0.000302523	85458
ENSG00000150768	-0.119232925	0.71465043	1737
ENSG00000150773	1.457293153	0.021824794	120379
ENSG00000150776	-0.107808119	0.6820876	55216
ENSG00000150779	1.20637569	0.026796098	26521
ENSG00000150782	0.047886362	0.945274751	3606
ENSG00000150787	1.138369216	0.004882357	5805
ENSG00000150867	-0.688797103	0.126927203	5305
ENSG00000150873	3.582882261	0.005223491	130813
ENSG00000150893	-1.130593557	0.335153663	341640
ENSG00000150907	-3.137358524	7.74e-05	2308
ENSG00000150938	-2.900233687	8.22e-05	51232
ENSG00000150961	0.067316788	0.89707755	9871
ENSG00000150967	1.596457336	0.000998807	23457
ENSG00000150977	-0.636973023	0.029928116	196383
ENSG00000150990	0.977907428	0.004253562	57647
ENSG00000150991	0.222066294	0.536218496	7316
ENSG00000150995	0.156637321	0.842859213	3708
ENSG00000151006	1.103662969	0.171648496	339105
ENSG00000151012	1.827144047	0.020292159	23657
ENSG00000151014	0.011739487	0.979730864	25819
ENSG00000151023	0.877866359	0.328033927	219670
ENSG00000151025	2.297976049	0.112819641	57512
ENSG00000151062	-0.432004939	0.479865876	93589
ENSG00000151065	0.77082859	0.019763071	196513
ENSG00000151067	0.81075511	0.272271399	775
ENSG00000151090	-2.247115975	0.00031573	7068
ENSG00000151092	0.147474106	0.565277698	55768
ENSG00000151093	0.794963027	0.021755352	54995
ENSG00000151116	0.405921697	0.457898703	55293
ENSG00000151117	0.560442267	0.295861804	144110
ENSG00000151131	0.936747245	0.074349812	121053
ENSG00000151135	-0.112733327	0.693979757	90488
ENSG00000151136	-1.403530814	0.161845165	121551
ENSG00000151148	0.00922895	0.977187012	89910
ENSG00000151150	0.792468385	0.354688707	288
ENSG00000151151	-0.238145758	0.557167522	253430
ENSG00000151164	-0.033541966	0.943319902	144715
ENSG00000151176	-0.217587021	0.558713354	196463
ENSG00000151208	1.153448589	0.099275054	9231
ENSG00000151224	2.343263421	0.054311417	4143
ENSG00000151229	-1.761197574	0.007033133	114134
ENSG00000151233	-0.338926338	0.348004638	283464
ENSG00000151239	0.716037051	0.107565547	5756
ENSG00000151240	-1.257237158	0.007652985	22982
ENSG00000151247	0.445837592	0.238496579	1977
ENSG00000151276	-0.787200031	0.027922709	9223
ENSG00000151287	0.299576663	0.539124384	93081
ENSG00000151292	-0.098737722	0.777551222	1456
ENSG00000151304	0.032256828	0.94361051	153443
ENSG00000151320	-1.920308385	0.00323527	9472
ENSG00000151322	-1.502748902	0.042087867	64067
ENSG00000151327	0.825591683	0.055031789	283635
ENSG00000151332	-1.061113857	0.013378206	51562
ENSG00000151338	1.021550332	0.090477248	145282
ENSG00000151348	-0.401533599	0.182593933	2132
ENSG00000151353	-0.40462188	0.116416784	129787
ENSG00000151364	-1.064330019	0.223932491	65987
ENSG00000151365	-4.20487761	0.019754647	7069
ENSG00000151366	0.229359697	0.403988364	4718
ENSG00000151376	-0.451661623	0.445226849	10873
ENSG00000151388	-1.233979943	0.03693776	81792
ENSG00000151413	-0.767931805	0.063775149	80224
ENSG00000151414	-1.338502233	0.012510914	140609
ENSG00000151422	-2.125085214	0.000121103	2241
ENSG00000151445	-0.39948212	0.212275727	63894
ENSG00000151458	0.272855913	0.620086911	57182
ENSG00000151461	-0.498870186	0.092909127	26019
ENSG00000151465	0.519482195	0.114581054	8872
ENSG00000151466	0.304273534	0.487187405	132320
ENSG00000151468	-4.513861678	5.35e-06	83643
ENSG00000151470	0.17025206	0.592532334	132321
ENSG00000151474	-1.536481747	0.016573895	55691
ENSG00000151490	-2.459183046	0.006448408	5800
ENSG00000151491	-1.731163163	0.001252577	2059
ENSG00000151498	-0.230505214	0.453050609	27034
ENSG00000151500	-0.088593096	0.846798131	29087
ENSG00000151502	0.295119976	0.34494539	112936
ENSG00000151503	0.458170774	0.122760167	23310
ENSG00000151532	-0.238241278	0.383915552	143187
ENSG00000151552	0.618344179	0.304790334	5860
ENSG00000151553	-1.52632011	0.00022012	57700
ENSG00000151572	1.806450835	0.201163534	121601
ENSG00000151575	0.931128835	0.191277171	374618
ENSG00000151576	0.639990862	0.042368254	79691
ENSG00000151611	-0.098669692	0.769734135	166785
ENSG00000151612	0.026646781	0.943109961	152485
ENSG00000151617	-1.34849785	0.003671494	1909
ENSG00000151623	-1.101190526	0.34173351	4306
ENSG00000151632	-4.689077008	0.00758766	1646
ENSG00000151640	5.002756758	0.007452085	10570
ENSG00000151650	-2.429042435	0.007139168	27287
ENSG00000151651	2.198644261	0.014602285	101
ENSG00000151655	-1.975442493	0.297452506	3698
ENSG00000151657	0.37698555	0.269421146	22944
ENSG00000151665	0.292616229	0.464577985	5281
ENSG00000151687	-0.857617673	0.079658343	150709
ENSG00000151689	-1.169839228	0.045745909	3628
ENSG00000151690	0.494965968	0.189590819	54842
ENSG00000151692	-1.780896368	0.002392764	9781
ENSG00000151693	-1.401284389	0.004412162	8853
ENSG00000151694	-0.780634181	0.043344946	6868
ENSG00000151702	-3.42629744	5.48e-06	2313
ENSG00000151704	-0.651126783	0.45309521	3758
ENSG00000151715	2.149068417	0.033788928	120224
ENSG00000151718	-2.670222396	0.001051798	80014
ENSG00000151725	2.847651287	7.67e-05	79682
ENSG00000151726	-4.549021456	0.000588034	2180
ENSG00000151729	0.50583813	0.447718458	291
ENSG00000151743	1.161391071	0.072555143	196394
ENSG00000151746	-0.331938605	0.483330178	636
ENSG00000151748	-0.905125524	0.027128789	60485
ENSG00000151773	0.268324704	0.521298331	160857
ENSG00000151778	0.814521228	0.366527142	387923
ENSG00000151779	-0.705706305	0.023848516	51594
ENSG00000151789	-1.405072257	0.20991384	79750
ENSG00000151790	1.8797431	0.040505926	6999
ENSG00000151806	0.718377262	0.048501728	60558
ENSG00000151834	-0.422945943	0.782730461	2555
ENSG00000151835	-1.644588346	0.013236275	26278
ENSG00000151846	-0.490425663	0.39929778	5042
ENSG00000151849	-0.096215646	0.849717009	55835
ENSG00000151876	0.120810268	0.694515092	26272
ENSG00000151881	0.816159179	0.046683491	64417
ENSG00000151882	-1.869801152	0.102246991	56477
ENSG00000151883	-1.932262004	0.001543008	79668
ENSG00000151892	1.19440687	0.32020128	2674
ENSG00000151893	0.154319358	0.596467957	143384
ENSG00000151914	-3.111019538	0.000750255	667
ENSG00000151917	-1.688852212	0.05787103	221336
ENSG00000151923	0.045822527	0.83665704	7073
ENSG00000151929	0.57993367	0.090738574	9531
ENSG00000151948	-3.436434145	0.008198138	144423
ENSG00000151962	-4.988853361	0.000897332	166863
ENSG00000151967	-1.805190298	0.004613281	29970
ENSG00000152049	4.033554252	0.012012485	23704
ENSG00000152056	1.606793504	0.012582369	130340
ENSG00000152061	-0.054769041	0.902644857	9910
ENSG00000152076	1.711929354	0.026199037	91409
ENSG00000152078	-1.753295114	0.015010639	148534
ENSG00000152082	2.457956088	0.000265607	80097
ENSG00000152086	2.634124339	0.149897257	112714
ENSG00000152092	-2.969627596	0.029062039	460
ENSG00000152102	-1.138101022	0.001243535	130074
ENSG00000152104	-2.53776929	0.001291137	5784
ENSG00000152127	-0.539478971	0.135629593	4249
ENSG00000152128	1.63999391	0.163183019	81615
ENSG00000152133	-1.754801934	0.003500325	253635
ENSG00000152137	0.278754458	0.763812752	26353
ENSG00000152147	1.363609857	0.003729139	79833
ENSG00000152154	-1.204300654	0.152083457	130733
ENSG00000152193	0.020439738	0.956499599	79596
ENSG00000152207	-1.418338102	0.010606902	57105
ENSG00000152213	0.419495059	0.587199072	115761
ENSG00000152217	-1.104361806	0.075436803	26040
ENSG00000152219	0.004599486	0.990434034	120534
ENSG00000152223	-0.503929872	0.177046581	57724
ENSG00000152229	0.748875805	0.141308145	9050
ENSG00000152234	-0.12995921	0.73397024	498
ENSG00000152240	0.855494037	0.0576385	115106
ENSG00000152242	0.294127848	0.284251743	147339
ENSG00000152253	3.030113207	0.000235394	57405
ENSG00000152256	-0.271040714	0.653473568	5163
ENSG00000152270	-5.729158717	0.000468156	5140
ENSG00000152284	-2.8510447	7.74e-05	83439
ENSG00000152291	-0.735687117	0.06506168	10618
ENSG00000152292	1.558783448	0.03450278	284948
ENSG00000152315	-0.191885802	0.833732666	56659
ENSG00000152332	0.616355166	0.155803257	127933
ENSG00000152348	-0.022580333	0.940609614	83734
ENSG00000152359	0.89563342	0.017747421	134359
ENSG00000152377	-1.994526537	0.001990754	6695
ENSG00000152380	0.311104796	0.572605317	167555
ENSG00000152382	0.810457963	0.052303452	117143
ENSG00000152402	-3.257781145	0.002009269	2977
ENSG00000152404	-0.775202332	0.028570666	143884
ENSG00000152409	-0.759418531	0.086261515	133746
ENSG00000152413	1.511632519	0.05337592	9456
ENSG00000152422	0.146194434	0.751623609	7518
ENSG00000152433	0.614339375	0.184302643	284306
ENSG00000152439	0.500473361	0.168424355	374928
ENSG00000152443	1.019178806	0.05314819	284309
ENSG00000152454	0.694247833	0.173791398	10172
ENSG00000152455	0.710723488	0.103400434	79723
ENSG00000152457	-0.084403983	0.827143376	64421
ENSG00000152463	-1.73368935	0.143627101	55301
ENSG00000152464	0.779791115	0.043725861	10557
ENSG00000152465	-3.297948073	3.72e-06	9397
ENSG00000152467	3.195440814	0.015391236	284312
ENSG00000152475	1.79441798	0.010161562	116412
ENSG00000152484	-0.701939587	0.043749583	219333
ENSG00000152492	-2.024657531	3.17e-05	152137
ENSG00000152495	-1.258827518	0.140663871	814
ENSG00000152503	2.38648079	0.032844221	55521
ENSG00000152518	-1.143286485	0.145717165	678
ENSG00000152520	-0.181588334	0.620247394	255967
ENSG00000152527	-3.153166344	0.006543113	130271
ENSG00000152556	0.536767988	0.164134586	5213
ENSG00000152558	-0.332133339	0.396003799	114908
ENSG00000152578	-4.036504581	0.018850523	2893
ENSG00000152580	-6.196039689	0.000103952	285313
ENSG00000152582	0.509100437	0.259504986	79925
ENSG00000152583	-3.692677773	2.82e-05	8404
ENSG00000152601	-0.58751996	0.376963428	4154
ENSG00000152611	2.485814866	0.035308701	133690
ENSG00000152620	0.028752444	0.919809542	133686
ENSG00000152642	0.01641673	0.971751405	23171
ENSG00000152661	1.406696911	0.281698874	2697
ENSG00000152669	1.798895138	0.160654576	10309
ENSG00000152672	-2.906571102	0.003183063	165530
ENSG00000152683	-0.106756387	0.761396632	55676
ENSG00000152684	0.062608297	0.847882731	53918
ENSG00000152689	-1.877695195	0.001033047	25780
ENSG00000152700	0.37183589	0.428991783	51128
ENSG00000152705	0.380766196	0.454927917	347732
ENSG00000152749	-1.42188149	0.004975434	160897
ENSG00000152760	-2.329253333	0.001718139	200132
ENSG00000152763	0.923320765	0.045784104	79819
ENSG00000152766	2.745564232	0.045158483	118932
ENSG00000152767	0.73497065	0.045688505	10160
ENSG00000152778	-0.467613302	0.158339902	24138
ENSG00000152779	-3.751110966	0.01641335	387700
ENSG00000152782	0.029290073	0.961780467	53354
ENSG00000152784	-2.991477746	0.001289041	56978
ENSG00000152785	-5.690606689	0.003369644	651
ENSG00000152795	-0.309803156	0.213736769	9987
ENSG00000152804	-1.720125099	0.007543201	3087
ENSG00000152818	-2.67608706	4.18e-05	7402
ENSG00000152822	0.45722114	0.502442192	2911
ENSG00000152894	-0.380720402	0.617734866	5796
ENSG00000152904	1.111569467	0.013701114	9453
ENSG00000152910	-3.938639811	0.000172379	85445
ENSG00000152926	-1.755632327	0.008280326	109504726
ENSG00000152926	-1.755632327	0.008280326	51351
ENSG00000152931	2.348740713	0.175304562	25859
ENSG00000152932	-3.246754	0.016449618	115827
ENSG00000152939	2.620421864	0.014773986	153562
ENSG00000152942	0.175637653	0.667742315	5884
ENSG00000152944	0.125973083	0.732991793	9412
ENSG00000152952	1.830738889	0.14249846	5352
ENSG00000152953	1.769165816	0.150795856	55351
ENSG00000152954	3.787915839	0.046803602	140767
ENSG00000152969	3.170092619	0.014326714	152789
ENSG00000152977	3.026998528	0.140358725	7545
ENSG00000152990	-0.534939009	0.263456721	166647
ENSG00000153002	1.458562128	0.350188776	1360
ENSG00000153006	-0.073434043	0.822659787	285672
ENSG00000153012	-3.23452961	0.002729348	55203
ENSG00000153015	-0.192829091	0.529901493	10283
ENSG00000153029	0.043025167	0.915647711	3140
ENSG00000153037	0.682155694	0.053857956	6728
ENSG00000153044	1.422767681	0.013299806	64946
ENSG00000153046	-0.492071766	0.065106916	9425
ENSG00000153048	0.239164821	0.566266139	23589
ENSG00000153060	1.593773776	0.046261781	146279
ENSG00000153064	-5.636445404	1.12e-05	55024
ENSG00000153066	0.472280497	0.09591686	51061
ENSG00000153071	-3.567340483	1.39e-06	112267931
ENSG00000153071	-3.567340483	1.39e-06	1601
ENSG00000153086	2.041203804	0.181889835	130013
ENSG00000153093	1.688935064	0.170470338	55289
ENSG00000153094	0.176322144	0.673960194	10018
ENSG00000153107	-0.571190932	0.11345537	64682
ENSG00000153113	-1.295511342	0.009373948	831
ENSG00000153130	0.901083754	0.073998889	60592
ENSG00000153132	5.471025342	0.010391184	1047
ENSG00000153140	0.400315701	0.323072221	1070
ENSG00000153147	0.09589292	0.760947998	8467
ENSG00000153157	-0.673252104	0.506194891	221711
ENSG00000153162	-5.000767422	3.04e-06	654
ENSG00000153165	-0.967398273	0.217573693	653489
ENSG00000153179	-1.31089822	0.003962706	283349
ENSG00000153187	0.663790497	0.044071036	3192
ENSG00000153201	-0.664426328	0.029306415	5903
ENSG00000153207	0.54168153	0.135994251	25909
ENSG00000153208	-2.641468039	0.000530839	10461
ENSG00000153214	0.970218006	0.046472762	84910
ENSG00000153233	-1.922972823	0.022696031	5801
ENSG00000153234	-0.669051765	0.291087756	4929
ENSG00000153237	1.421995053	0.055746904	130940
ENSG00000153246	-1.85610944	0.000337405	22925
ENSG00000153250	-2.199253408	3.58e-05	5937
ENSG00000153253	-4.809317083	3.38e-05	6328
ENSG00000153283	-1.833352978	0.039850942	10225
ENSG00000153291	-2.515086839	0.020272126	9481
ENSG00000153292	-0.687061037	0.614882413	266977
ENSG00000153294	3.633685951	0.002700765	221393
ENSG00000153303	-5.389800393	0.003806418	79981
ENSG00000153310	0.373821491	0.347415648	51571
ENSG00000153317	-1.067420106	0.015452931	50807
ENSG00000153339	-0.328274308	0.428724191	22878
ENSG00000153347	1.608720236	0.147115691	153643
ENSG00000153363	1.675212241	0.003822402	NA
ENSG00000153391	0.312554344	0.358742128	125476
ENSG00000153395	0.708941567	0.152552976	79888
ENSG00000153404	2.234991316	0.169293718	153478
ENSG00000153406	2.219300022	6.53e-05	57407
ENSG00000153443	1.731335508	0.001000426	124402
ENSG00000153446	-0.539492754	0.674484819	146556
ENSG00000153485	0.696881737	0.19822515	26175
ENSG00000153487	1.099273412	0.036739786	3621
ENSG00000153495	0.949973584	0.153410045	121793
ENSG00000153531	1.33191601	0.026566985	113622
ENSG00000153551	0.592954821	0.507628441	112616
ENSG00000153558	0.741296092	0.061141463	25827
ENSG00000153560	-0.035103454	0.873830066	7342
ENSG00000153561	-0.263093482	0.338577566	64795
ENSG00000153563	-0.126566799	0.871507769	925
ENSG00000153574	0.152829795	0.713450446	22934
ENSG00000153707	-1.45668545	0.054772439	5789
ENSG00000153714	2.191371483	0.021340726	286343
ENSG00000153721	1.098759092	0.383235047	154043
ENSG00000153767	0.486766958	0.247209108	2960
ENSG00000153774	-0.075737799	0.804870156	10428
ENSG00000153786	-0.487406166	0.202804637	55625
ENSG00000153790	-1.171333392	0.019194455	136895
ENSG00000153802	2.287030624	0.18274834	9407
ENSG00000153814	-2.091698126	0.001361607	221895
ENSG00000153815	0.107181496	0.844882644	80790
ENSG00000153820	-5.211123673	0.033421023	80309
ENSG00000153822	-5.056130788	0.002328459	3773
ENSG00000153823	-5.194983395	6.13e-06	55022
ENSG00000153827	-0.928562301	0.012841881	9320
ENSG00000153832	0.799099862	0.146609565	130888
ENSG00000153879	0.066140958	0.815832984	1054
ENSG00000153885	0.264419576	0.493165784	79047
ENSG00000153896	0.196314862	0.59841982	148103
ENSG00000153898	2.078154389	0.03834725	255231
ENSG00000153902	-4.19450648	2.65e-05	163175
ENSG00000153904	1.154896536	0.017212321	23576
ENSG00000153914	-0.187543019	0.441003971	140890
ENSG00000153922	-0.05782866	0.872010316	1105
ENSG00000153930	1.227423846	0.241741426	162282
ENSG00000153933	0.974022017	0.104791905	8526
ENSG00000153936	0.016747385	0.962743108	9653
ENSG00000153944	1.647757239	0.009298897	124540
ENSG00000153956	-3.662052336	4.77e-07	781
ENSG00000153975	0.386797194	0.268442056	221302
ENSG00000153976	0.767563975	0.24221913	9955
ENSG00000153982	1.569973598	0.007309388	284161
ENSG00000153989	-0.24253644	0.342880876	116150
ENSG00000153993	-4.896089741	1.17e-05	223117
ENSG00000154001	0.012208081	0.96771174	5529
ENSG00000154016	-1.237904088	0.112277561	10750
ENSG00000154025	0.984284079	0.206828587	125206
ENSG00000154027	0.658755049	0.683952451	26289
ENSG00000154040	2.663233271	0.001295188	26256
ENSG00000154059	-0.11377629	0.756033879	55364
ENSG00000154065	-2.915888474	0.00166221	147463
ENSG00000154079	-0.072982687	0.875248998	135154
ENSG00000154080	-2.933684797	0.109157756	83539
ENSG00000154096	-0.87659375	0.17511429	7070
ENSG00000154099	2.013098916	0.057927632	123872
ENSG00000154102	2.732507047	0.000718552	404550
ENSG00000154114	-0.508617845	0.10887018	219899
ENSG00000154118	-0.555106592	0.381080782	57338
ENSG00000154122	-0.812731163	0.163330223	56172
ENSG00000154124	0.029339387	0.920745269	90268
ENSG00000154127	-2.058448407	0.001811403	84959
ENSG00000154133	-3.006005432	0.000127595	54538
ENSG00000154134	-2.730327557	2.52e-05	64221
ENSG00000154144	-0.50318076	0.173184313	84897
ENSG00000154146	0.31449395	0.681939736	4900
ENSG00000154153	0.199358085	0.750583802	54463
ENSG00000154162	-3.496080919	0.021375262	1010
ENSG00000154165	-5.258873458	0.007804819	2838
ENSG00000154174	0.524512667	0.058666659	9868
ENSG00000154175	-6.46255883	9.28e-07	25890
ENSG00000154188	-5.442453219	5.87e-07	284
ENSG00000154198	0.422000243	0.656208221	163720
ENSG00000154217	-0.77285386	0.071755754	26207
ENSG00000154222	0.309991177	0.3595896	200014
ENSG00000154227	0.737594747	0.540341412	204219
ENSG00000154229	-3.287419702	1.9e-05	5578
ENSG00000154237	-1.699052768	0.000467391	79705
ENSG00000154240	-3.129401566	0.000242936	201134
ENSG00000154258	-7.6320407	1.08e-06	10350
ENSG00000154262	-6.140497585	1.66e-06	23460
ENSG00000154263	-5.633760218	1.86e-05	10349
ENSG00000154265	-1.298999409	0.075160346	23461
ENSG00000154269	1.225786307	0.323015668	5169
ENSG00000154274	-0.321898845	0.747589346	55286
ENSG00000154277	-0.547843517	0.482101813	7345
ENSG00000154305	-0.020971932	0.952115036	375056
ENSG00000154309	-0.803848161	0.075522229	84976
ENSG00000154310	1.655404716	0.032694313	23043
ENSG00000154316	1.119906703	0.316972145	157739
ENSG00000154319	3.261389586	0.022288677	83648
ENSG00000154328	0.386170338	0.375292337	252969
ENSG00000154330	-3.968102324	0.001977639	5239
ENSG00000154358	0.484237498	0.475668077	84033
